aX;aY;aZ;gX;gY;gZ
0.534;-2.404;1.014;-344.177;133.240;28.320
0.573;-2.317;0.926;-391.663;139.893;53.345
0.522;-2.162;0.797;-420.654;155.273;68.420
0.338;-1.877;0.643;-435.852;175.903;70.496
0.077;-1.558;0.363;-423.340;206.482;58.105
-0.235;-1.262;-0.005;-390.869;237.061;34.729
-0.482;-0.966;-0.524;-341.125;267.578;7.385
-0.599;-0.820;-0.989;-274.170;284.729;-17.639
-0.593;-0.807;-1.317;-222.656;269.043;-22.827
-0.624;-0.860;-1.607;-150.391;241.943;5.127
-0.858;-0.619;-1.685;-50.598;209.961;57.739
-1.031;-0.246;-1.579;21.484;180.481;84.534
-1.168;0.081;-1.490;63.110;165.649;78.247
-1.357;0.331;-1.359;123.779;156.067;53.894
-1.472;0.537;-1.327;182.678;147.583;29.724
-1.543;0.682;-1.499;204.102;147.522;14.648
-1.659;0.574;-2.010;185.791;160.339;-19.226
-1.571;0.385;-2.583;120.728;165.161;-58.350
-1.220;0.291;-3.022;57.068;160.950;-74.402
-0.609;-0.021;-3.690;47.546;155.151;-68.054
-1.252;-0.451;-4.000;17.517;98.572;-60.120
-1.227;-0.332;-4.000;-112.793;-5.310;-11.536
-1.303;-0.196;-3.919;-229.553;-74.219;61.829
-1.336;-0.330;-3.543;-237.061;-111.938;90.149
-1.499;-0.561;-3.061;-104.187;-124.451;84.045
-1.739;-0.637;-2.586;78.247;-117.920;76.233
-1.901;-0.614;-2.256;224.121;-107.361;66.223
-2.057;-0.655;-1.978;300.354;-107.361;45.898
-2.163;-0.687;-1.736;325.256;-121.460;23.621
-2.179;-0.714;-1.574;322.144;-144.958;4.150
-2.198;-0.718;-1.461;306.458;-183.350;-8.301
-2.230;-0.671;-1.251;297.241;-226.196;-21.545
-2.162;-0.642;-1.007;294.739;-265.442;-42.114
-2.029;-0.676;-0.765;291.565;-295.898;-62.622
-1.901;-0.666;-0.508;284.973;-321.472;-75.500
-1.679;-0.611;-0.186;271.057;-339.722;-80.200
-1.365;-0.661;0.152;260.193;-344.910;-78.552
-1.034;-0.652;0.460;279.358;-330.566;-81.238
-0.755;-0.605;0.765;318.298;-294.739;-92.224
-0.606;-0.577;0.935;358.398;-243.164;-115.417
-0.614;-0.672;1.076;392.639;-179.199;-145.935
-0.728;-0.988;1.246;409.180;-105.652;-177.551
-0.906;-1.398;1.201;407.959;-33.020;-210.144
-1.237;-1.844;1.372;403.931;14.771;-250.244
-1.422;-2.322;1.580;395.325;28.381;-295.715
-1.327;-3.309;1.764;344.482;-12.573;-344.543
-1.236;-4.000;2.006;219.971;-135.010;-354.492
-0.949;-4.000;2.515;9.338;-310.242;-275.574
-0.231;-4.000;3.689;-235.352;-471.436;-98.572
0.622;-4.000;4.000;-382.568;-560.486;109.985
1.163;-4.000;4.000;-345.093;-501.526;240.662
0.787;-3.391;4.000;-140.747;-250.916;240.173
0.360;-2.625;4.000;200.317;106.628;84.045
-0.296;-3.283;4.000;477.722;334.167;-53.833
-0.753;-3.539;4.000;415.771;350.403;-60.364
-1.026;-3.018;3.747;146.057;262.451;12.207
-1.060;-2.421;3.691;-83.313;147.339;71.045
-1.068;-2.286;3.744;-167.236;59.265;105.530
-0.935;-2.356;3.828;-190.186;7.812;112.793
-0.763;-2.281;3.948;-202.148;-9.155;116.150
-0.669;-2.090;3.883;-195.068;5.310;119.507
-0.632;-1.857;3.643;-189.392;40.894;111.328
-0.636;-1.648;3.269;-197.876;79.773;92.346
-0.558;-1.514;2.813;-213.135;110.107;70.679
-0.450;-1.425;2.329;-229.431;124.390;53.223
-0.306;-1.349;2.001;-250.122;121.460;42.419
-0.138;-1.251;1.823;-267.761;108.887;36.255
0.109;-1.282;1.768;-275.635;95.093;27.588
0.365;-1.478;1.710;-258.423;90.881;10.071
0.507;-1.702;1.544;-229.797;105.774;-10.254
0.530;-1.968;1.269;-187.622;144.104;-21.484
0.370;-2.230;0.909;-158.142;193.237;-12.085
0.270;-2.317;0.557;-191.528;237.122;23.804
0.114;-2.162;0.388;-294.983;254.517;66.040
-0.144;-1.847;0.289;-371.155;266.052;96.313
-0.618;-1.318;0.202;-347.412;275.574;100.769
-1.009;-0.918;-0.356;-232.056;261.841;43.030
-1.584;-0.649;-1.320;-110.901;227.966;-8.423
-1.253;-0.640;-2.017;-53.467;325.378;64.514
-0.913;-0.585;-1.980;-215.942;313.599;109.375
-0.751;-0.479;-1.831;-372.009;242.798;60.364
-0.597;-0.440;-1.910;-207.642;287.720;29.602
-0.650;-0.347;-1.578;21.729;297.546;44.739
-0.999;-0.132;-1.051;77.026;223.511;77.637
-1.031;-0.036;-1.106;123.169;252.319;95.642
-1.156;0.074;-1.240;153.320;262.207;113.892
-1.434;0.333;-1.283;127.563;229.675;130.798
-1.599;0.415;-1.292;73.425;198.364;132.019
-1.692;0.551;-1.395;4.700;186.340;140.381
-1.703;0.785;-1.621;-66.833;178.955;163.452
-1.771;0.918;-1.892;-109.558;128.662;163.086
-1.747;0.752;-2.622;-41.992;30.396;80.688
-1.776;0.583;-2.908;18.311;-2.869;33.813
-1.788;0.497;-3.007;64.880;-34.302;-8.118
-1.808;0.347;-2.928;102.905;-60.791;-44.312
-1.829;0.126;-2.763;169.312;-72.632;-78.308
-1.850;-0.126;-2.606;249.146;-77.209;-105.835
-1.933;-0.293;-2.592;323.242;-77.881;-125.732
-2.032;-0.329;-2.520;348.877;-88.196;-139.587
-2.057;-0.259;-2.238;330.139;-117.371;-151.123
-2.040;-0.233;-1.906;327.759;-154.175;-169.434
-2.046;-0.191;-1.527;359.924;-180.359;-191.101
-1.938;-0.144;-1.109;405.212;-182.434;-214.233
-1.860;-0.102;-0.875;459.839;-166.138;-243.286
-1.720;-0.190;-0.836;505.554;-138.184;-277.039
-1.577;-0.378;-0.918;487.122;-113.098;-313.660
-1.351;-0.724;-1.586;397.217;-99.487;-345.581
-1.258;-1.114;-0.999;72.205;-120.605;-359.253
-1.165;-1.023;1.042;-114.319;-194.702;-344.055
-0.841;-1.773;-0.039;352.844;-138.306;-357.910
-0.626;-2.021;0.394;387.573;-109.192;-352.112
-0.758;-2.475;0.439;327.759;-107.605;-344.604
-0.688;-3.284;0.364;156.616;-163.635;-361.938
-0.290;-4.000;0.674;-66.833;-281.067;-335.388
-0.028;-4.000;1.349;-235.046;-399.963;-256.409
0.078;-4.000;2.409;-305.664;-465.332;-142.334
0.088;-4.000;3.769;-303.040;-437.256;-50.903
-0.024;-3.748;4.000;-211.060;-320.068;-18.066
-0.168;-3.308;4.000;-21.301;-163.147;-39.978
-0.220;-3.172;4.000;164.368;-47.485;-56.702
-0.374;-3.056;4.000;216.187;-19.348;-49.988
-0.532;-2.794;4.000;97.046;-49.011;-19.714
-0.449;-2.901;4.000;-94.849;-98.877;18.311
-0.338;-3.244;4.000;-230.530;-135.864;39.734
-0.327;-3.202;4.000;-260.620;-98.022;48.401
-0.487;-2.842;4.000;-186.829;0.671;43.213
-0.731;-2.368;4.000;-59.082;114.136;20.386
-0.996;-2.023;4.000;45.166;204.102;-5.676
-1.205;-1.805;4.000;77.759;240.417;-15.808
-1.212;-1.838;3.736;33.569;223.633;-4.883
-1.095;-2.042;3.402;-61.218;180.359;15.442
-0.907;-2.268;3.270;-163.086;135.437;31.067
-0.634;-2.496;3.207;-233.521;106.018;39.490
-0.413;-2.605;3.187;-262.634;99.976;43.152
-0.276;-2.583;3.107;-243.774;114.197;47.485
-0.192;-2.384;2.893;-183.655;141.663;53.589
-0.145;-2.157;2.538;-105.164;177.063;54.382
-0.117;-2.054;2.100;-40.588;212.158;47.974
-0.061;-2.015;1.637;-10.742;232.178;45.776
0.066;-2.083;1.259;-12.817;236.572;47.791
0.246;-2.263;0.894;-26.855;233.765;51.453
0.318;-2.324;0.524;-57.983;234.253;69.336
0.298;-2.204;0.203;-94.910;234.009;109.680
0.257;-2.069;-0.046;-132.996;224.976;146.912
0.185;-1.884;-0.216;-165.710;211.182;173.157
0.023;-1.646;-0.298;-187.927;199.829;186.890
-0.221;-1.349;-0.253;-212.219;208.618;190.369
-0.497;-0.922;-0.259;-235.962;242.493;198.303
-0.812;-0.426;-0.563;-236.572;287.354;193.298
-0.921;-0.016;-1.121;-201.477;322.937;172.607
-1.011;0.325;-1.659;-132.996;322.083;150.085
-1.034;0.527;-1.999;-44.067;285.400;127.258
-1.030;0.540;-2.111;40.100;234.985;98.999
-1.006;0.404;-2.057;95.276;184.937;77.698
-1.047;0.376;-1.845;118.713;136.658;82.092
-1.186;0.390;-1.551;118.530;97.595;105.835
-1.483;0.583;-1.231;98.083;69.641;133.362
-1.734;0.894;-1.218;54.749;58.533;148.254
-1.863;1.226;-1.363;-30.945;67.078;151.794
-1.994;1.537;-1.592;-134.338;85.205;150.391
-2.281;1.696;-2.014;-190.002;114.136;138.062
-2.332;1.680;-2.747;-147.461;137.085;129.517
-2.414;1.329;-3.744;-50.903;96.497;83.069
-2.523;1.038;-4.000;10.986;43.030;13.733
-2.578;0.839;-4.000;-13.489;-34.607;-18.555
-2.601;0.730;-3.544;-100.708;-121.765;-28.625
-2.555;0.554;-2.552;-129.944;-195.618;-41.321
-2.449;0.333;-1.844;-34.973;-234.924;-72.510
-2.410;0.152;-1.600;111.877;-236.694;-110.840
-2.376;0.104;-1.551;220.886;-224.915;-136.963
-2.328;0.119;-1.551;271.301;-226.196;-157.898
-2.262;0.123;-1.560;274.780;-241.394;-170.715
-2.195;0.117;-1.484;246.338;-271.790;-184.631
-2.098;0.091;-1.255;206.238;-310.120;-202.148
-1.989;-0.094;-1.005;178.162;-344.849;-222.900
-1.825;-0.357;-0.688;158.508;-366.028;-240.356
-1.571;-0.662;-0.327;148.437;-369.873;-249.695
-1.187;-0.984;0.025;153.259;-352.173;-254.395
-0.775;-1.264;0.360;188.538;-312.988;-256.714
-0.563;-1.519;0.779;266.724;-266.541;-256.836
-0.556;-1.675;1.174;358.521;-209.595;-253.784
-0.548;-1.965;1.437;394.165;-148.499;-252.014
-0.831;-2.386;1.520;353.394;-104.736;-251.892
-1.217;-3.040;1.239;260.010;-98.938;-241.028
-1.144;-3.997;1.098;130.737;-143.677;-216.248
-0.847;-4.000;1.384;-42.480;-237.366;-177.795
-0.406;-4.000;2.372;-203.735;-364.624;-93.018
0.019;-4.000;3.985;-278.381;-462.158;53.589
0.101;-4.000;4.000;-180.725;-436.951;200.134
0.123;-3.831;4.000;68.604;-252.991;232.544
0.042;-2.805;4.000;349.548;25.940;123.779
-0.414;-2.639;4.000;532.043;255.737;-2.258
-0.845;-2.909;4.000;508.301;326.050;-58.044
-0.906;-3.536;3.603;299.072;237.183;-69.153
-0.500;-3.998;3.639;30.884;101.135;-30.212
-0.261;-3.802;4.000;-155.396;-4.089;41.321
-0.409;-3.085;4.000;-191.345;-31.372;102.112
-0.691;-2.429;4.000;-131.409;30.212;116.577
-0.794;-2.333;4.000;-57.617;123.840;78.857
-0.845;-2.409;4.000;-35.828;175.293;57.556
-0.803;-2.439;3.580;-95.947;168.213;64.392
-0.644;-2.440;3.222;-186.829;143.066;79.773
-0.470;-2.456;3.027;-254.028;126.404;85.693
-0.275;-2.553;2.825;-276.489;128.296;78.247
-0.184;-2.585;2.470;-263.245;147.400;72.998
-0.159;-2.545;2.026;-241.394;166.199;77.820
-0.034;-2.458;1.620;-228.516;168.457;86.365
0.122;-2.331;1.445;-233.887;152.588;90.027
0.292;-2.301;1.289;-246.155;134.460;88.501
0.516;-2.316;1.092;-265.625;126.770;85.083
0.513;-2.008;0.608;-323.364;133.057;99.060
0.501;-1.839;0.427;-337.402;137.207;101.685
0.492;-1.771;0.260;-322.632;141.663;94.299
0.393;-1.611;0.102;-285.278;156.982;93.079
0.115;-1.242;-0.139;-227.112;186.218;91.370
-0.215;-0.876;-0.662;-157.715;212.219;65.308
-0.446;-0.402;-1.166;-107.666;233.948;59.937
-0.549;-0.128;-1.512;-101.196;231.506;86.670
-0.513;-0.085;-1.652;-109.924;195.557;93.506
-0.502;-0.106;-1.575;-72.632;153.015;106.262
-0.662;-0.082;-1.491;14.160;128.845;131.897
-0.870;0.000;-1.634;96.069;122.742;152.039
-1.013;0.010;-1.733;145.447;113.586;143.860
-1.044;-0.037;-1.487;203.735;110.229;128.601
-1.228;0.124;-0.915;251.953;112.854;129.333
-1.495;0.627;-0.650;239.929;136.658;137.329
-1.689;1.151;-1.073;149.414;177.246;128.540
-2.000;1.615;-1.770;28.442;197.083;101.563
-1.847;1.789;-2.738;-59.204;198.914;61.340
-1.462;1.625;-3.765;-33.752;177.368;25.391
-1.401;1.360;-4.000;70.801;101.440;1.953
-1.599;1.232;-4.000;94.971;-5.737;-17.700
-1.650;1.055;-3.948;3.845;-102.051;-28.076
-1.608;0.652;-2.809;-40.039;-168.274;-25.574
-1.517;0.113;-1.803;16.113;-190.247;-24.780
-1.469;-0.172;-1.276;113.831;-166.748;-19.836
-1.582;-0.018;-1.286;200.806;-139.221;-7.202
-1.791;0.292;-1.633;269.470;-120.544;-3.662
-1.936;0.456;-1.809;294.006;-120.300;-29.297
-1.878;0.406;-1.901;286.255;-141.418;-66.467
-1.844;0.263;-1.863;286.560;-179.016;-97.656
-1.774;0.164;-1.643;289.246;-221.191;-122.498
-1.595;0.063;-1.375;279.419;-247.925;-139.832
-1.380;-0.074;-1.078;255.371;-258.728;-151.123
-1.175;-0.143;-0.714;215.576;-254.944;-152.771
-0.969;-0.169;-0.374;172.180;-235.291;-146.973
-0.643;-0.170;0.061;173.279;-205.566;-138.916
-0.432;-0.173;0.381;243.225;-162.476;-132.507
-0.204;-0.241;0.580;338.501;-105.774;-136.536
-0.029;-0.325;0.920;411.255;-43.335;-147.278
-0.169;-0.461;1.229;410.950;23.865;-164.978
-0.338;-0.774;1.190;337.830;86.121;-196.045
-0.714;-1.359;1.113;220.825;106.018;-238.831
-1.007;-2.332;0.870;124.390;90.820;-282.837
-0.894;-3.701;0.529;76.660;59.082;-294.067
-0.299;-4.000;0.515;14.404;-3.845;-268.005
0.538;-4.000;1.488;-23.193;-84.290;-204.529
1.146;-4.000;3.226;19.104;-118.591;-85.876
1.627;-4.000;4.000;94.604;-41.626;1.099
1.586;-4.000;4.000;203.308;135.498;16.968
1.208;-4.000;4.000;261.536;308.411;1.099
1.288;-4.000;2.692;191.528;368.530;-35.583
1.672;-4.000;1.683;65.552;296.570;-43.091
1.749;-4.000;2.044;-51.147;160.645;27.954
1.641;-4.000;3.425;-136.475;48.950;111.694
1.353;-4.000;4.000;-135.193;21.606;152.832
0.937;-4.000;4.000;-114.624;49.622;172.546
0.573;-3.953;3.998;-138.123;73.120;194.153
0.331;-3.500;3.563;-190.369;63.538;212.158
0.314;-3.206;3.411;-271.851;32.227;219.360
0.387;-2.992;3.385;-340.393;16.174;215.820
0.399;-2.751;3.294;-382.141;23.743;207.703
0.426;-2.582;2.882;-394.653;49.194;196.960
0.470;-2.495;2.386;-398.376;71.289;185.669
0.507;-2.371;1.895;-411.987;81.787;180.054
0.573;-2.264;1.504;-421.570;87.524;177.246
0.651;-2.229;1.131;-420.959;91.553;171.143
0.774;-2.250;0.749;-400.696;101.013;159.363
0.778;-2.150;0.412;-371.216;118.774;150.391
0.548;-1.930;-0.080;-333.191;151.611;147.034
0.324;-1.725;-0.601;-307.861;188.293;138.306
0.166;-1.550;-1.068;-291.321;217.163;121.155
-0.052;-1.312;-1.393;-281.799;228.821;106.873
-0.274;-0.902;-1.738;-270.386;240.051;113.831
-0.441;-0.401;-2.162;-222.229;229.492;130.005
-0.487;-0.047;-2.316;-192.627;176.025;146.118
-0.507;0.111;-1.981;-209.045;106.018;139.526
-0.691;0.298;-1.485;-172.119;66.162;119.873
-0.991;0.613;-1.034;-84.412;72.632;127.869
-1.513;0.870;-0.845;-10.559;115.784;149.719
-1.977;1.114;-1.103;86.060;173.340;156.311
-2.114;1.123;-1.317;145.081;194.580;103.943
-2.177;1.080;-1.532;153.442;186.340;44.312
-2.276;1.101;-1.883;130.249;159.973;19.714
-2.263;1.129;-2.233;70.984;111.694;13.306
-2.259;1.094;-2.267;-10.620;37.109;10.437
-2.287;0.919;-1.934;-70.007;-34.363;-7.751
-2.260;0.592;-1.752;-83.618;-67.871;-39.795
-2.187;0.128;-2.008;-55.481;-64.758;-78.613
-2.075;-0.380;-2.516;-6.775;-49.500;-115.234
-1.918;-0.792;-3.064;43.823;-47.180;-136.169
-1.683;-1.060;-3.436;69.580;-70.618;-137.085
-1.620;-1.085;-3.386;82.031;-110.107;-130.920
-1.658;-1.081;-3.012;116.943;-149.475;-126.770
-1.738;-0.998;-2.559;165.161;-179.321;-126.221
-1.858;-0.725;-2.301;198.792;-205.627;-124.817
-1.987;-0.503;-2.119;222.412;-235.718;-132.751
-1.939;-0.454;-1.880;220.825;-270.569;-152.649
-1.805;-0.516;-1.600;183.411;-303.772;-167.053
-1.608;-0.597;-1.450;144.226;-330.627;-167.358
-1.494;-0.663;-1.286;123.108;-347.351;-160.217
-1.431;-0.749;-1.060;134.338;-354.004;-155.823
-1.366;-0.931;-0.768;184.875;-344.727;-157.043
-1.232;-1.133;-0.454;252.319;-314.331;-159.851
-1.019;-1.345;-0.132;334.351;-263.977;-170.349
-0.921;-1.538;0.289;424.133;-197.449;-190.247
-0.982;-1.767;0.641;510.681;-115.540;-214.172
-1.076;-2.048;0.619;542.053;-38.940;-237.122
-1.051;-2.623;0.588;473.267;-17.334;-250.244
-0.768;-3.410;1.002;325.562;-74.646;-234.131
-0.285;-4.000;2.153;133.179;-181.885;-175.659
0.485;-4.000;3.937;-32.654;-261.963;-87.158
1.280;-4.000;4.000;-84.412;-253.906;-11.658
1.677;-4.000;4.000;-24.170;-112.671;12.634
1.676;-4.000;4.000;130.371;126.221;-30.029
1.481;-4.000;4.000;322.327;335.449;-99.304
1.463;-4.000;4.000;330.750;403.259;-122.375
1.730;-4.000;3.391;186.157;344.666;-84.839
2.201;-4.000;3.903;23.743;221.130;-18.982
1.602;-4.000;4.000;-62.744;130.066;117.004
1.285;-3.828;4.000;-50.110;132.935;135.498
0.981;-3.703;4.000;-31.616;131.348;151.245
0.747;-3.601;4.000;-48.096;111.023;170.410
0.599;-3.396;4.000;-112.671;61.829;197.083
0.434;-3.123;3.841;-198.120;16.724;221.252
0.364;-2.845;3.551;-263.611;-0.732;226.624
0.259;-2.592;3.154;-276.672;11.353;212.219
0.167;-2.348;2.547;-251.709;42.480;189.209
0.101;-2.138;1.769;-216.125;71.960;165.466
0.174;-2.029;1.056;-194.824;83.557;151.733
0.307;-2.024;0.516;-216.309;67.261;149.292
0.512;-2.017;0.208;-274.780;44.250;152.344
0.619;-1.886;0.026;-352.051;31.250;154.968
0.585;-1.640;-0.060;-424.133;30.029;163.330
0.583;-1.518;-0.110;-455.994;39.490;170.776
0.503;-1.461;-0.177;-435.852;63.354;162.598
0.291;-1.301;-0.500;-374.573;90.942;131.226
0.168;-1.060;-0.922;-307.983;114.441;78.918
-0.013;-0.824;-1.239;-273.804;135.803;113.098
-0.128;-0.519;-1.317;-261.108;114.868;140.991
-0.155;-0.373;-1.192;-216.736;91.187;137.878
-0.234;-0.272;-0.912;-154.114;68.481;132.507
-0.332;-0.185;-0.561;-98.633;67.932;129.517
-0.477;-0.133;-0.328;-44.556;94.788;126.953
-0.738;0.004;-0.431;16.357;144.043;122.375
-0.938;0.045;-0.972;89.417;193.359;129.700
-1.041;0.080;-1.348;118.774;212.463;142.944
-1.220;0.244;-1.367;104.492;215.637;136.292
-1.411;0.459;-1.361;97.717;203.369;104.980
-1.491;0.574;-1.685;73.364;181.580;77.026
-1.449;0.545;-2.136;-6.470;142.761;53.955
-1.328;0.474;-2.394;-92.285;84.778;7.385
-1.148;0.295;-2.455;-112.000;24.719;-21.667
-1.062;-0.054;-2.695;-83.191;-16.846;-44.556
-1.109;-0.432;-3.265;-69.458;-39.063;-51.208
-1.176;-0.483;-3.655;-83.557;-46.204;-39.734
-1.312;-0.478;-3.798;-57.434;-64.941;-16.846
-1.263;-0.626;-3.711;23.499;-89.783;-3.235
-1.260;-0.790;-3.325;98.328;-123.962;-2.014
-1.335;-0.708;-2.767;139.343;-159.790;4.822
-1.653;-0.518;-2.204;186.218;-197.815;15.869
-1.784;-0.293;-1.837;242.126;-182.068;30.457
-1.851;-0.162;-1.697;280.457;-162.537;22.644
-1.853;-0.118;-1.802;287.598;-183.655;-4.028
-1.877;-0.075;-1.837;255.859;-223.206;-25.513
-1.873;-0.081;-1.717;208.801;-269.409;-44.861
-1.867;-0.075;-1.484;161.926;-311.096;-66.528
-1.790;-0.155;-1.210;126.709;-337.769;-80.017
-1.610;-0.253;-0.735;105.530;-341.797;-86.243
-1.345;-0.305;-0.164;128.235;-319.641;-90.515
-1.047;-0.439;0.235;221.558;-277.466;-96.191
-0.879;-0.554;0.368;361.084;-226.196;-106.445
-0.792;-0.543;0.587;447.632;-171.997;-128.296
-0.796;-0.394;0.934;462.280;-120.728;-144.958
-0.999;-0.405;1.349;441.406;-65.308;-164.124
-1.172;-0.627;1.282;364.258;-31.250;-200.256
-1.325;-1.450;1.252;247.375;-54.199;-231.873
-1.198;-2.422;1.637;84.106;-123.108;-230.225
-0.882;-3.493;2.531;-50.720;-224.854;-187.988
-0.263;-4.000;3.974;-72.815;-271.912;-109.741
0.212;-4.000;4.000;36.194;-205.566;-23.621
0.526;-3.833;4.000;217.407;-27.100;-4.822
0.705;-3.834;4.000;370.728;190.979;-69.763
0.618;-4.000;4.000;442.810;326.599;-149.109
0.592;-4.000;3.163;404.785;301.636;-169.861
0.959;-4.000;2.722;238.159;179.382;-132.324
1.376;-4.000;3.260;33.752;42.542;-84.229
1.630;-4.000;4.000;-64.453;-28.931;-16.968
1.370;-4.000;4.000;-66.040;-24.231;71.289
0.788;-3.920;4.000;-34.058;29.724;116.150
0.227;-3.136;4.000;5.676;104.736;121.460
-0.059;-2.695;3.958;-1.160;130.005;124.146
-0.066;-2.542;3.720;-76.965;92.041;130.798
0.078;-2.469;3.866;-182.800;29.053;146.179
0.108;-2.219;4.000;-281.860;-12.817;164.185
0.024;-1.861;3.968;-342.468;-13.611;166.016
-0.045;-1.579;3.642;-363.281;15.076;148.254
-0.066;-1.434;3.171;-363.770;55.847;123.108
-0.008;-1.322;2.664;-347.351;94.482;100.952
0.015;-1.168;2.225;-330.444;120.300;82.642
0.040;-1.026;1.903;-333.252;129.089;64.636
0.187;-1.083;1.630;-357.117;132.263;47.607
0.369;-1.289;1.385;-370.605;137.329;36.316
0.428;-1.421;1.248;-384.949;133.850;28.198
0.278;-1.408;0.924;-407.410;129.761;25.330
0.219;-1.356;0.525;-426.697;153.320;17.578
0.178;-1.353;0.276;-427.612;166.382;7.324
0.002;-1.322;0.066;-431.580;160.278;-15.259
-0.188;-1.029;-0.160;-458.435;159.302;-36.804
-0.207;-0.901;-0.724;-436.035;212.402;-4.395
-0.338;-0.739;-1.142;-357.788;228.271;15.076
-0.347;-0.634;-1.130;-288.147;216.919;22.156
-0.308;-0.700;-0.996;-240.234;202.576;21.667
-0.292;-0.810;-0.943;-189.880;176.025;17.517
-0.382;-0.744;-0.832;-126.953;159.424;18.005
-0.533;-0.608;-0.690;-55.664;160.034;25.879
-0.562;-0.516;-0.622;18.372;175.781;21.179
-0.621;-0.598;-0.597;95.276;202.332;17.883
-0.811;-0.544;-0.598;146.667;253.662;43.884
-1.063;-0.507;-0.869;151.855;262.451;42.542
-1.178;-0.574;-1.258;121.399;245.728;15.991
-1.263;-0.750;-1.745;90.271;227.722;10.986
-1.299;-0.877;-2.305;72.571;187.866;16.724
-1.163;-0.986;-2.901;78.247;141.541;22.583
-0.937;-1.129;-3.521;113.403;94.727;26.550
-0.894;-1.245;-3.988;124.573;44.983;35.828
-1.030;-1.076;-3.843;60.303;0.244;52.185
-1.000;-0.823;-3.291;-9.583;-32.959;67.139
-1.062;-0.763;-2.762;8.118;-65.857;76.721
-1.271;-0.649;-2.415;88.562;-110.413;80.505
-1.656;-0.392;-2.260;152.893;-151.672;84.106
-1.819;-0.141;-2.161;189.453;-129.272;85.938
-1.896;-0.110;-2.240;233.826;-141.663;61.279
-1.910;-0.158;-2.253;254.883;-187.500;24.719
-1.926;-0.293;-2.219;238.525;-243.164;1.587
-1.977;-0.191;-1.906;212.524;-297.058;-9.949
-2.040;-0.033;-1.524;209.229;-334.290;-27.771
-1.989;0.073;-1.234;246.460;-346.375;-55.908
-1.818;0.127;-0.937;367.737;-327.026;-126.282
-1.727;0.067;-0.785;388.611;-313.965;-155.701
-1.613;-0.140;-0.635;416.870;-303.833;-179.504
-1.430;-0.397;-0.344;436.279;-291.565;-195.862
-1.213;-0.670;0.021;434.570;-274.231;-204.163
-1.001;-0.989;0.602;390.076;-250.366;-209.229
-0.823;-1.118;1.308;323.853;-212.524;-220.642
-0.901;-1.115;2.075;295.654;-162.476;-227.478
-1.309;-1.267;2.364;304.932;-86.853;-244.446
-1.387;-2.121;2.204;254.761;-49.316;-244.690
-1.032;-3.359;2.494;129.395;-86.182;-238.281
-0.603;-4.000;3.402;37.231;-158.752;-217.163
-0.260;-4.000;4.000;13.306;-179.321;-149.414
0.000;-4.000;4.000;60.547;-130.920;-86.609
0.268;-4.000;4.000;163.025;-53.040;-52.246
0.278;-4.000;4.000;238.403;21.423;-27.405
0.157;-4.000;4.000;224.121;64.453;-11.475
0.209;-4.000;4.000;122.681;52.002;-10.559
0.268;-4.000;4.000;2.808;23.682;-4.211
0.166;-3.904;4.000;-85.449;15.198;23.437
-0.213;-3.178;4.000;-99.365;53.467;57.495
-0.712;-2.390;4.000;-45.593;130.676;67.749
-1.098;-1.966;4.000;13.672;205.383;61.096
-1.225;-1.835;4.000;42.053;226.074;69.519
-1.173;-1.827;3.873;0.732;193.054;79.773
-0.999;-1.827;3.659;-88.745;142.578;91.492
-0.790;-1.822;3.534;-186.401;106.445;95.093
-0.508;-1.862;3.315;-241.394;104.370;90.454
-0.280;-1.940;2.933;-250.061;128.662;83.923
-0.031;-2.014;2.515;-239.258;163.086;82.947
0.165;-2.039;2.074;-229.309;186.157;76.660
0.350;-2.060;1.657;-230.835;197.388;67.200
0.547;-2.124;1.281;-242.126;201.416;60.120
0.687;-2.192;0.957;-255.554;201.355;61.218
0.728;-2.227;0.619;-270.264;206.787;71.899
0.745;-2.230;0.359;-286.011;221.863;86.426
0.699;-2.177;0.193;-278.809;248.230;101.379
0.527;-1.981;-0.046;-226.501;289.185;119.568
0.161;-1.550;-0.555;-145.569;339.478;140.686
-0.159;-0.952;-0.963;-78.186;381.104;146.423
-0.381;-0.505;-1.375;-22.644;391.846;156.189
-0.533;-0.052;-1.816;16.479;361.023;145.996
-0.603;0.234;-2.178;33.936;289.246;155.334
-0.930;0.434;-2.454;43.762;180.054;162.659
-0.772;0.475;-2.275;41.870;112.427;135.315
-0.808;0.511;-1.779;37.720;49.744;132.874
-0.845;0.562;-1.120;52.551;9.521;156.372
-0.931;0.870;-0.579;74.707;-24.780;124.939
-1.095;1.122;-0.295;114.502;-31.982;92.712
-1.290;1.277;-0.250;169.617;1.587;67.627
-1.646;1.477;-0.453;233.337;56.396;30.518
-1.679;1.648;-0.804;297.241;134.583;-3.967
-1.293;1.559;-1.614;330.688;197.754;-11.719
-1.909;1.959;-2.275;256.470;174.988;1.160
-2.157;2.524;-2.550;102.173;101.074;-17.761
-1.943;2.092;-3.020;-33.264;22.095;-80.383
-2.104;1.648;-3.484;-104.736;-58.960;-138.184
-2.102;1.137;-3.783;-112.610;-132.935;-152.954
-2.013;0.714;-3.342;-139.832;-192.993;-149.841
-1.872;0.363;-2.561;-155.579;-238.770;-150.879
-1.744;0.076;-1.933;-110.352;-260.254;-146.973
-1.816;-0.010;-1.533;-39.307;-257.385;-130.127
