aX;aY;aZ;gX;gY;gZ
-1.949;0.162;-1.445;20.569;-239.258;-111.511
-2.003;0.386;-1.629;27.588;-282.471;-119.934
-2.096;0.278;-2.166;18.494;-307.617;-106.750
-1.940;0.351;-2.091;40.161;-226.624;-86.426
-1.776;0.224;-1.971;49.744;-282.471;-95.642
-1.579;-0.040;-1.593;41.504;-328.003;-99.243
-1.288;-0.379;-1.149;22.705;-349.670;-98.267
-1.011;-0.599;-0.667;20.935;-340.820;-83.923
-0.766;-0.685;-0.166;6.653;-313.354;-60.730
-0.505;-0.520;0.454;-14.954;-268.372;-41.565
-0.263;-0.396;0.795;43.152;-209.534;-41.077
-0.137;-0.435;0.752;206.970;-142.334;-57.739
-0.182;-0.394;0.742;341.736;-82.825;-92.529
-0.392;-0.417;0.836;387.451;-42.542;-131.348
-0.940;-0.461;0.955;351.135;-24.048;-166.016
-1.537;-1.103;0.782;282.959;-28.015;-183.777
-1.685;-2.365;0.806;170.837;-121.460;-182.190
-1.719;-3.338;1.960;-36.133;-304.138;-159.607
-1.676;-3.696;3.806;-179.138;-441.833;-54.199
-1.167;-4.000;4.000;-182.739;-466.248;36.438
-0.406;-4.000;4.000;-104.187;-373.718;50.659
-0.069;-3.993;4.000;61.096;-156.616;-16.907
-0.207;-3.628;4.000;262.939;142.395;-105.042
-0.575;-3.469;4.000;433.167;352.478;-141.357
-0.709;-3.941;3.868;405.823;373.657;-153.748
-0.381;-4.000;3.373;197.693;241.638;-108.582
-0.187;-4.000;3.904;-0.122;75.867;-17.090
-0.302;-3.111;4.000;-105.042;-15.686;68.237
-0.532;-2.081;4.000;-126.282;-13.611;107.910
-0.709;-1.538;4.000;-90.393;29.236;105.225
-0.671;-1.358;4.000;-64.331;65.674;89.722
-0.702;-1.295;4.000;-91.614;75.562;83.923
-0.619;-1.185;4.000;-145.325;70.496;91.675
-0.550;-1.022;4.000;-198.853;66.284;90.637
-0.454;-0.909;4.000;-217.896;74.280;77.698
-0.330;-0.932;3.716;-198.181;92.651;54.199
-0.199;-1.024;3.307;-162.781;121.338;28.931
-0.092;-1.133;2.839;-131.409;150.024;11.475
0.012;-1.239;2.278;-100.769;169.861;4.211
0.141;-1.314;1.778;-82.092;176.270;4.578
0.297;-1.399;1.422;-90.210;170.593;8.240
0.432;-1.497;1.161;-122.253;161.682;13.794
0.539;-1.541;0.914;-165.161;156.860;19.226
0.518;-1.492;0.712;-217.834;150.513;24.780
0.457;-1.426;0.578;-270.996;140.015;31.250
0.398;-1.392;0.588;-306.885;128.784;37.964
0.241;-1.310;0.643;-303.772;132.385;40.771
-0.006;-1.239;0.546;-272.766;159.485;36.560
-0.319;-1.169;0.247;-243.408;194.641;5.005
-0.502;-1.037;0.004;-231.934;243.225;-50.415
-0.636;-0.970;-0.258;-228.699;297.424;-16.113
-0.736;-0.843;-0.842;-217.285;306.580;-3.845
-0.775;-0.845;-1.568;-180.603;282.471;19.409
-0.779;-0.803;-2.130;-151.550;222.229;55.786
-0.790;-0.722;-2.285;-155.762;140.198;81.238
-0.783;-0.630;-1.866;-195.923;54.993;87.891
-0.773;-0.657;-1.344;-209.839;4.028;79.712
-1.500;-0.040;-2.729;73.975;279.602;79.224
-1.396;0.110;-3.870;90.576;294.861;87.158
-1.361;0.149;-4.000;121.582;230.896;64.575
-1.470;0.174;-4.000;107.727;128.174;48.218
-1.441;0.128;-4.000;16.479;7.507;32.654
-1.480;0.085;-4.000;-47.729;-110.107;25.940
-1.428;-0.167;-3.378;-23.193;-203.308;30.884
-1.354;-0.524;-2.703;51.636;-249.695;22.400
-1.329;-0.660;-2.255;98.328;-273.499;20.630
-1.348;-0.654;-1.993;93.567;-291.748;29.785
-1.365;-0.507;-1.749;70.190;-277.954;54.565
-1.383;-0.395;-1.562;60.974;-274.292;69.397
-1.353;-0.304;-1.443;80.078;-280.212;64.819
-1.288;-0.328;-1.306;116.394;-285.156;61.035
-1.234;-0.381;-1.097;145.264;-291.260;56.091
-1.138;-0.487;-0.863;172.058;-295.959;50.598
-1.050;-0.542;-0.564;198.975;-291.443;48.950
-0.960;-0.448;-0.186;228.210;-275.208;42.725
-0.849;-0.315;0.233;273.926;-248.657;22.827
-0.700;-0.251;0.644;331.299;-211.792;-11.108
-0.644;-0.195;1.016;390.808;-166.443;-47.729
-0.685;-0.132;1.222;440.552;-113.098;-90.271
-1.053;-0.181;1.291;448.792;-72.083;-139.954
-1.543;-0.568;1.088;374.390;-69.214;-183.777
-1.719;-1.180;1.211;226.379;-112.610;-194.580
-1.802;-1.740;1.961;54.077;-191.284;-173.340
-1.598;-2.333;3.029;-45.715;-271.179;-118.347
-1.230;-2.879;4.000;-56.274;-291.748;-52.246
-0.799;-3.130;4.000;5.859;-224.487;14.587
-0.564;-2.690;4.000;130.493;-68.237;35.400
-0.380;-2.470;4.000;289.551;105.713;-35.828
-0.175;-2.510;4.000;383.911;215.454;-129.333
-0.175;-2.705;4.000;359.375;221.558;-165.283
0.096;-3.412;4.000;221.313;146.240;-136.963
0.582;-4.000;4.000;9.277;14.954;-76.721
0.917;-3.878;4.000;-142.944;-82.947;8.728
0.686;-2.724;4.000;-161.255;-61.707;76.904
0.197;-1.614;4.000;-72.815;54.871;84.961
-0.233;-1.273;4.000;29.724;170.166;47.791
-0.512;-1.259;4.000;58.228;213.257;28.381
-0.503;-1.263;3.923;11.475;187.561;41.443
-0.375;-1.226;3.741;-62.012;129.578;66.467
-0.278;-1.168;3.717;-124.390;85.205;82.886
-0.140;-1.249;3.531;-150.513;84.290;75.745
-0.062;-1.420;3.172;-141.052;112.305;56.458
-0.006;-1.607;2.629;-106.567;156.128;36.316
0.054;-1.725;2.036;-61.279;196.655;25.085
0.099;-1.732;1.480;-30.334;214.478;29.724
0.173;-1.742;1.030;-36.987;206.970;42.480
0.262;-1.763;0.680;-80.322;187.134;58.838
0.373;-1.805;0.453;-149.780;163.696;74.524
0.413;-1.792;0.322;-220.215;143.250;86.731
0.328;-1.681;0.275;-263.123;129.578;100.281
0.233;-1.559;0.250;-272.034;134.033;114.258
0.074;-1.425;0.164;-254.028;158.936;120.789
-0.136;-1.242;-0.030;-219.482;194.336;118.103
-0.325;-1.069;-0.318;-189.270;223.328;107.727
-0.482;-0.918;-0.571;-179.749;234.253;82.886
-0.505;-0.787;-0.679;-173.889;241.882;63.477
-0.565;-0.631;-0.798;-142.212;251.953;84.961
-0.652;-0.465;-0.956;-97.778;240.845;101.440
-0.651;-0.340;-1.038;-72.937;216.797;109.924
-0.691;-0.296;-1.017;-76.233;188.171;118.225
-0.704;-0.231;-0.926;-89.905;171.936;128.235
-0.761;-0.186;-0.860;-90.881;161.682;131.958
-0.890;-0.083;-0.782;-74.219;161.621;136.963
-1.021;0.054;-0.846;-39.856;172.546;138.550
-1.187;0.221;-0.980;-5.188;179.199;132.385
-1.329;0.325;-1.190;27.039;187.927;126.282
-1.504;0.409;-1.355;57.739;183.838;121.948
-1.774;0.498;-1.471;73.975;166.687;126.038
-1.882;0.596;-1.615;53.650;158.752;150.391
-2.121;0.837;-1.926;26.794;126.953;179.138
-2.299;1.022;-2.363;11.475;49.622;159.729
-2.396;1.147;-2.827;-24.475;-9.399;101.013
-2.359;1.126;-3.174;-74.463;-51.819;30.945
-2.283;0.948;-3.411;-92.285;-89.600;-36.926
-2.147;0.508;-3.592;-42.358;-136.719;-95.642
-2.048;-0.002;-3.576;19.531;-190.735;-130.249
-2.046;-0.232;-3.141;31.555;-255.188;-138.489
-1.974;-0.353;-2.604;30.396;-312.561;-134.094
-1.891;-0.383;-2.064;51.331;-347.900;-124.817
-1.756;-0.405;-1.625;84.290;-353.882;-113.281
-1.551;-0.403;-1.253;126.038;-333.618;-103.943
-1.349;-0.439;-1.056;188.782;-300.964;-98.328
-1.193;-0.473;-0.926;258.484;-271.729;-96.985
-1.104;-0.413;-0.766;310.974;-252.991;-105.103
-1.025;-0.410;-0.651;347.778;-241.211;-123.535
-0.903;-0.507;-0.533;374.084;-232.910;-145.874
-0.779;-0.681;-0.325;393.188;-222.473;-169.312
-0.605;-0.957;0.054;398.865;-200.684;-196.655
-0.501;-1.231;0.601;367.676;-168.396;-221.191
-0.691;-1.545;0.949;304.382;-139.893;-237.244
-0.841;-2.455;0.982;229.980;-154.114;-236.206
-0.856;-3.445;1.482;114.868;-217.651;-188.660
-0.666;-4.000;2.647;-9.460;-297.119;-109.558
-0.056;-4.000;4.000;-36.682;-348.511;-25.513
0.334;-3.827;4.000;52.002;-317.505;61.279
0.386;-3.145;4.000;172.974;-178.589;102.783
0.270;-2.780;4.000;264.099;20.203;65.002
0.167;-2.702;4.000;313.538;189.331;-7.935
0.122;-2.830;4.000;336.365;267.090;-92.346
0.253;-3.208;3.689;325.623;276.306;-148.437
0.465;-3.675;3.103;255.066;226.013;-147.949
0.618;-3.935;3.303;116.577;111.877;-91.980
0.645;-3.842;3.958;-19.836;-1.282;-21.057
0.613;-3.276;4.000;-97.778;-59.875;44.495
0.564;-2.621;4.000;-117.004;-29.846;94.177
0.441;-2.109;4.000;-88.440;24.475;107.910
0.156;-1.692;4.000;-51.636;78.308;116.028
-0.040;-1.408;4.000;-25.085;124.817;111.267
0.089;-1.571;3.999;-12.085;138.550;69.153
0.188;-1.793;3.678;-17.273;125.488;38.696
0.265;-1.963;3.345;-39.795;109.802;30.212
0.413;-2.151;2.946;-68.542;108.765;25.452
0.616;-2.363;2.570;-76.355;113.464;19.714
0.777;-2.512;2.159;-60.181;119.568;21.790
0.833;-2.487;1.636;-38.635;128.174;36.499
0.840;-2.361;1.143;-36.987;131.104;58.350
0.922;-2.015;0.372;-79.712;117.737;101.624
0.959;-1.889;0.199;-116.760;103.638;115.356
0.997;-1.797;0.064;-157.227;93.567;124.695
0.904;-1.611;-0.009;-198.853;86.975;133.728
0.736;-1.370;-0.014;-232.422;82.336;132.324
0.539;-1.138;-0.032;-236.328;86.426;108.337
0.307;-1.004;-0.129;-213.562;111.145;64.514
0.057;-0.632;-0.408;-170.166;152.161;62.073
-0.215;-0.329;-0.861;-137.085;162.842;63.782
-0.286;-0.243;-1.216;-133.850;153.442;48.767
-0.267;-0.218;-1.487;-117.737;146.301;78.308
-0.414;-0.113;-1.580;-83.313;116.943;124.817
-0.476;-0.026;-1.520;-65.491;72.876;143.677
-0.528;-0.020;-1.303;-65.796;34.424;148.621
-0.611;0.152;-1.025;-68.115;15.320;155.212
-0.733;0.415;-0.962;-48.157;14.587;153.809
-0.831;0.600;-1.092;-32.715;15.808;143.250
-0.894;0.656;-1.206;-51.270;5.310;128.296
-0.942;0.646;-1.173;-90.393;-14.709;117.188
-1.007;0.664;-1.033;-124.268;-34.912;109.070
-1.075;0.714;-1.021;-147.522;-28.625;107.178
-1.148;0.683;-1.238;-163.879;-11.353;99.670
-1.173;0.580;-1.568;-160.095;-8.240;80.261
-1.258;0.445;-1.996;-118.408;-19.775;42.358
-1.269;0.354;-2.323;-65.796;-34.546;-4.395
-1.202;0.246;-2.503;-29.419;-50.293;-23.010
-1.174;0.261;-2.260;-11.841;-77.209;-22.278
-1.187;0.402;-1.722;8.545;-99.976;-15.503
-1.207;0.567;-1.227;52.002;-106.262;-10.986
-1.159;0.624;-0.937;112.122;-97.900;-13.733
-1.191;0.625;-0.798;162.537;-94.116;-24.475
-1.144;0.504;-0.764;186.401;-81.055;-34.180
-1.065;0.330;-0.873;191.895;-47.607;-43.762
-1.010;0.229;-1.035;194.092;-25.757;-61.279
-0.909;0.171;-1.180;199.951;-18.616;-80.322
-0.788;0.078;-1.209;206.909;-26.001;-88.989
-0.681;0.041;-1.129;222.046;-47.485;-72.937
-0.657;0.075;-0.982;236.633;-72.815;-50.842
-0.584;0.140;-0.868;238.647;-89.539;-41.809
-0.493;0.173;-0.730;232.300;-102.051;-45.776
-0.364;0.152;-0.541;224.915;-114.136;-58.411
-0.211;0.054;-0.306;213.684;-120.300;-76.416
-0.022;-0.122;-0.039;196.167;-116.333;-95.581
0.176;-0.321;0.063;197.754;-105.347;-111.084
0.302;-0.568;0.074;222.839;-96.436;-119.629
0.384;-0.652;0.269;229.553;-93.933;-116.516
0.369;-0.628;0.500;214.539;-84.595;-115.967
0.350;-0.789;0.514;193.665;-64.514;-125.671
0.406;-1.245;0.508;152.039;-54.504;-137.146
0.382;-1.666;0.790;65.491;-69.946;-130.920
0.309;-2.176;1.269;1.343;-93.445;-107.727
0.361;-2.907;2.044;-25.818;-107.666;-85.571
0.392;-3.447;2.957;-33.752;-106.628;-62.012
0.379;-3.593;3.751;-26.123;-92.041;-33.997
0.604;-3.916;4.000;-24.414;-87.341;-38.757
0.951;-4.000;4.000;-24.658;-84.595;-59.082
1.008;-4.000;4.000;-6.897;-52.917;-53.345
0.899;-3.758;4.000;21.301;9.155;-45.898
0.704;-3.657;4.000;32.776;62.134;-43.091
0.653;-3.610;4.000;15.686;84.717;-33.142
0.592;-3.409;4.000;-18.066;81.421;-16.113
0.478;-2.775;4.000;-54.810;52.979;28.076
0.171;-1.990;4.000;-92.529;37.842;73.181
-0.005;-1.420;4.000;-124.634;38.940;90.393
0.033;-1.256;4.000;-151.306;41.321;75.073
0.153;-1.390;3.927;-164.673;46.326;45.654
0.287;-1.556;3.459;-148.560;54.138;21.484
0.385;-1.716;2.975;-108.887;66.772;-5.066
0.487;-1.866;2.419;-71.472;86.548;-36.316
0.617;-1.998;1.863;-44.373;109.436;-57.373
0.740;-2.132;1.238;-17.761;126.770;-52.490
0.873;-2.200;0.693;-2.991;138.550;-33.997
0.982;-2.179;0.262;-6.226;139.221;-15.259
1.029;-1.957;0.050;-16.479;130.554;7.080
0.984;-1.702;0.023;-24.902;117.432;25.146
0.950;-1.482;0.038;-33.752;126.343;35.522
0.868;-1.280;-0.047;-33.630;145.569;34.668
0.653;-1.034;-0.158;-34.851;159.485;15.564
0.431;-0.571;-0.234;-60.791;185.364;5.188
0.276;-0.290;-0.525;-82.031;201.294;15.442
0.129;-0.078;-0.787;-109.924;179.565;13.672
0.062;0.023;-1.080;-146.545;146.484;18.127
0.005;0.028;-1.287;-178.223;104.858;32.288
-0.107;0.145;-1.284;-207.214;57.312;48.401
-0.215;0.311;-1.214;-208.679;23.437;55.542
-0.287;0.432;-1.140;-178.345;3.052;56.580
-0.367;0.475;-1.079;-145.203;-13.245;62.073
-0.452;0.591;-0.889;-127.869;-22.400;65.002
-0.635;0.623;-0.736;-101.807;-31.982;55.237
-0.752;0.477;-0.702;-62.561;-29.785;37.231
-0.762;0.326;-0.765;-36.072;-25.818;21.240
-0.753;0.126;-0.797;-50.171;-54.932;-4.700
-0.599;-0.083;-0.822;-104.065;-75.745;-23.743
-0.469;-0.324;-1.130;-138.245;-73.975;-34.668
-0.402;-0.460;-1.597;-106.628;-40.222;-24.109
-0.529;-0.316;-2.043;-37.659;-1.404;5.249
-0.752;0.046;-2.274;25.940;29.053;47.913
-0.947;0.505;-2.382;65.186;43.945;84.167
-1.099;0.862;-2.287;76.782;31.006;102.783
-1.242;1.074;-2.066;75.378;-5.554;102.478
-1.264;1.187;-1.870;74.158;-44.250;89.233
-1.301;1.236;-1.680;61.768;-82.031;72.998
-1.311;1.213;-1.553;40.710;-117.371;50.598
-1.269;1.132;-1.540;13.672;-146.240;15.320
-1.244;0.970;-1.527;-24.292;-175.659;-32.288
-1.064;0.696;-1.705;-71.350;-210.876;-82.275
-0.891;0.318;-1.922;-109.070;-234.741;-115.540
-0.771;-0.054;-1.846;-135.254;-248.535;-114.990
-0.680;-0.369;-1.515;-138.855;-255.920;-83.740
-0.624;-0.562;-1.077;-112.000;-275.696;-51.025
-0.567;-0.706;-0.671;-55.969;-284.790;-22.583
-0.427;-0.845;-0.341;-5.005;-273.254;4.761
-0.242;-0.825;0.027;24.597;-249.817;40.283
-0.057;-0.650;0.387;56.946;-222.046;82.825
0.151;-0.367;0.676;88.684;-187.256;116.455
0.324;0.052;0.967;125.244;-164.551;130.188
0.453;0.602;1.475;186.096;-144.531;133.728
0.459;1.071;1.988;272.400;-99.121;116.028
0.564;1.173;2.284;359.192;-18.921;69.458
-0.005;0.791;1.941;361.511;163.269;-58.289
-0.580;0.199;0.738;298.767;205.933;-92.102
-0.610;-1.135;0.219;149.475;150.513;-121.094
-0.361;-2.615;0.827;-11.108;35.278;-128.174
-0.296;-3.680;2.084;-37.720;-63.538;-98.389
-0.391;-4.000;3.451;40.710;-81.360;-49.377
-0.066;-4.000;4.000;146.484;-28.687;-21.912
0.286;-4.000;4.000;258.972;69.824;-36.072
0.399;-4.000;4.000;341.797;170.044;-58.777
0.283;-4.000;4.000;337.463;201.965;-64.026
0.196;-4.000;4.000;257.202;156.555;-38.635
0.097;-4.000;4.000;141.602;81.787;5.859
-0.128;-3.877;4.000;47.485;16.052;58.167
-0.429;-2.917;4.000;-4.822;-21.606;100.830
-0.705;-2.177;4.000;-21.179;-31.189;124.939
-0.805;-1.630;4.000;-23.865;-27.161;135.925
-0.717;-1.345;4.000;-34.241;-22.522;127.686
-0.526;-1.242;4.000;-60.364;-24.109;110.474
-0.361;-1.172;3.708;-105.774;-31.067;97.473
-0.092;-1.149;3.281;-143.738;-27.527;78.918
0.123;-1.207;2.816;-144.958;-13.062;56.702
0.303;-1.245;2.330;-127.808;4.456;43.335
0.408;-1.270;1.866;-105.652;27.222;33.020
0.511;-1.289;1.457;-88.013;45.776;20.935
0.561;-1.320;1.120;-83.191;58.716;6.470
0.641;-1.328;0.825;-102.722;70.557;-3.662
0.712;-1.241;0.802;-150.635;85.876;-6.653
0.782;-1.183;0.820;-192.688;82.764;7.019
0.736;-1.213;0.620;-220.032;56.335;1.587
0.671;-1.254;0.517;-241.577;71.289;-13.062
0.498;-1.140;0.449;-264.709;93.689;-23.926
0.294;-0.936;0.298;-285.889;122.986;-29.236
0.096;-0.817;0.089;-305.786;150.024;-43.091
0.009;-0.748;-0.167;-322.510;182.312;-39.246
-0.216;-0.514;-0.589;-333.984;202.881;0.793
-0.356;-0.271;-1.339;-354.004;175.964;4.211
-0.430;-0.104;-2.229;-386.108;106.201;0.671
-0.542;0.179;-2.636;-459.839;-8.118;-2.014
-0.599;0.321;-2.193;-568.909;-142.212;-7.629
-0.504;0.119;-1.279;-630.676;-240.784;-26.733
-0.336;-0.495;-0.351;-549.377;-242.737;-55.115
0.098;-1.610;0.073;-368.530;-144.653;-86.853
0.463;-2.349;-0.323;-163.696;27.405;-85.510
0.305;-2.229;-1.490;59.631;197.266;-47.485
0.005;-1.653;-2.973;247.559;281.250;-10.925
-0.217;-1.272;-3.995;322.571;248.535;18.616
-0.414;-0.915;-4.000;284.973;155.823;45.105
-0.533;-0.662;-3.913;206.238;57.861;62.683
-0.520;-0.567;-3.214;140.259;-13.062;72.388
-0.445;-0.623;-2.705;124.695;-51.819;76.599
-0.450;-0.610;-2.477;140.930;-71.289;85.693
-0.521;-0.512;-2.417;160.217;-90.515;96.863
-0.625;-0.390;-2.200;170.654;-125.061;108.704
-0.754;-0.290;-1.999;171.936;-164.734;112.061
-0.845;-0.241;-1.929;170.288;-196.167;109.680
-0.914;-0.259;-1.837;165.833;-208.740;106.201
-0.877;-0.283;-1.729;158.813;-213.196;108.276
-0.840;-0.301;-1.505;142.517;-231.140;103.516
-0.774;-0.309;-1.195;95.276;-241.455;109.009
-0.652;-0.354;-0.893;28.015;-244.568;120.422
-0.550;-0.356;-0.510;-21.362;-235.718;135.559
-0.449;-0.277;-0.151;-33.630;-217.407;145.813
-0.375;-0.086;0.235;26.184;-185.120;148.804
-0.322;0.008;0.371;157.104;-142.334;139.160
-0.339;0.054;0.405;283.752;-97.107;122.864
-0.430;0.034;0.432;369.751;-58.105;96.680
-0.455;-0.142;0.500;428.040;-25.696;61.523
-0.456;-0.437;0.633;459.656;0.549;25.696
-0.552;-0.754;0.863;475.525;24.414;5.432
-0.896;-0.829;1.418;444.214;43.701;-4.211
-1.417;-0.787;1.771;420.715;63.538;-16.357
-1.746;-1.205;2.068;429.626;75.500;-49.500
-1.927;-1.975;2.421;389.648;63.477;-97.168
-1.949;-3.153;2.762;311.401;22.095;-125.183
-1.483;-4.000;3.740;185.791;-61.707;-115.784
-0.834;-4.000;4.000;58.044;-132.629;-76.660
-0.209;-4.000;4.000;12.207;-114.624;-53.223
0.230;-4.000;4.000;55.420;-3.235;-63.416
0.506;-4.000;4.000;112.793;131.531;-83.923
0.561;-4.000;4.000;123.962;212.280;-80.139
0.419;-4.000;4.000;71.594;222.778;-35.278
0.121;-3.935;4.000;-1.953;199.524;33.691
-0.214;-3.067;4.000;-62.439;173.828;88.684
-0.449;-2.543;4.000;-99.365;155.579;118.103
-0.445;-2.445;3.989;-132.874;138.367;125.122
-0.351;-2.530;3.660;-157.837;121.765;122.253
-0.219;-2.596;3.293;-157.837;116.699;118.591
-0.178;-2.594;2.920;-146.179;121.948;114.380
-0.146;-2.513;2.467;-133.179;137.085;109.924
-0.149;-2.372;1.896;-119.873;156.006;103.394
-0.164;-2.124;1.438;-123.840;170.288;97.290
-0.169;-1.834;1.013;-148.071;180.237;99.121
-0.117;-1.638;0.578;-158.875;182.983;100.708
0.002;-1.575;0.189;-164.124;172.546;100.708
0.157;-1.511;-0.059;-204.712;149.902;102.722
0.214;-1.322;-0.123;-272.644;121.582;108.643
0.232;-1.127;-0.126;-324.402;94.604;116.638
0.268;-1.014;-0.108;-333.801;76.782;122.620
0.270;-0.953;-0.110;-313.599;79.407;122.009
0.213;-0.840;-0.200;-288.940;96.680;114.990
0.106;-0.731;-0.288;-263.000;116.211;100.525
-0.017;-0.668;-0.297;-228.027;143.311;87.341
-0.260;-0.449;-0.329;-190.308;188.660;87.769
-0.586;-0.066;-0.627;-155.212;237.000;98.206
-0.770;0.237;-1.073;-129.517;264.648;100.830
-0.829;0.378;-1.349;-111.145;269.775;100.647
-0.818;0.387;-1.558;-92.712;263.611;108.643
-0.742;0.293;-1.611;-90.393;221.497;115.845
-0.641;0.104;-1.471;-118.286;160.400;116.455
-0.543;-0.089;-1.300;-159.119;104.004;114.136
-0.499;-0.192;-1.133;-187.256;65.186;116.333
-0.588;-0.188;-0.983;-182.556;45.227;121.582
-0.724;-0.028;-0.910;-152.466;52.917;126.282
-0.834;0.015;-0.826;-93.323;40.466;97.473
-0.954;0.008;-0.818;-10.376;48.584;68.970
-0.965;-0.011;-0.945;73.853;66.589;50.720
-1.047;0.034;-1.252;136.597;82.458;44.617
-1.245;0.161;-1.567;164.001;80.139;43.274
-1.396;0.324;-1.893;169.128;59.021;36.804
-1.415;0.666;-2.577;134.888;-23.071;14.038
-1.487;0.614;-2.650;102.478;-88.196;-14.771
-1.498;0.442;-2.685;78.857;-146.301;-41.565
-1.431;0.187;-2.657;73.364;-185.486;-66.284
-1.292;-0.109;-2.638;76.660;-207.397;-85.510
-1.198;-0.386;-2.573;91.858;-220.825;-84.839
-1.206;-0.470;-2.577;123.840;-218.384;-63.904
-1.323;-0.385;-2.558;158.264;-204.895;-33.875
-1.432;-0.228;-2.420;187.744;-204.285;-20.081
-1.539;-0.093;-2.155;212.830;-216.492;-23.987
-1.555;-0.087;-1.891;226.501;-228.271;-38.879
-1.484;-0.196;-1.555;229.858;-236.450;-56.458
-1.325;-0.388;-1.236;229.980;-241.943;-73.486
-1.135;-0.628;-0.883;231.079;-242.859;-84.229
-0.955;-0.928;-0.628;250.610;-238.831;-87.708
-0.694;-1.184;-0.243;274.963;-228.760;-86.548
-0.390;-1.404;0.289;302.856;-205.322;-86.182
-0.173;-1.520;0.822;347.473;-166.931;-93.018
-0.195;-1.575;1.364;388.550;-121.521;-109.985
-0.466;-1.821;1.396;387.024;-88.501;-143.433
-0.632;-2.856;1.296;318.420;-100.403;-164.246
-0.516;-3.853;1.904;171.631;-176.697;-138.489
-0.229;-4.000;3.367;64.941;-292.542;-87.585
-0.005;-4.000;4.000;54.199;-334.778;-14.160
0.123;-3.659;4.000;74.341;-284.363;22.888
0.296;-3.348;4.000;96.252;-167.236;17.639
0.316;-3.390;4.000;141.846;-14.099;-11.353
0.215;-3.390;4.000;201.721;128.723;-31.860
-0.004;-3.275;4.000;240.234;220.581;-39.490
-0.161;-3.364;4.000;210.205;244.934;-45.166
-0.108;-3.557;4.000;105.835;206.177;-33.630
-0.053;-3.534;4.000;2.686;124.512;5.798
-0.181;-3.014;4.000;-55.664;62.927;55.908
-0.443;-2.256;4.000;-78.491;61.523;90.149
-0.745;-1.662;4.000;-87.463;96.863;96.558
-0.913;-1.387;4.000;-102.600;133.240;76.294
-0.900;-1.438;3.768;-125.244;149.902;47.180
-0.771;-1.498;3.398;-159.180;145.569;29.541
-0.657;-1.408;3.201;-191.833;132.996;22.583
-0.589;-1.223;3.060;-218.628;128.479;15.686
-0.555;-1.080;2.828;-235.596;135.742;2.258
-0.519;-0.943;2.566;-247.559;142.578;-14.465
-0.452;-0.883;2.333;-268.921;136.230;-34.912
-0.316;-0.970;2.209;-306.030;115.601;-55.725
-0.140;-1.083;2.214;-368.896;89.111;-74.646
-0.012;-1.156;2.295;-438.599;69.885;-88.867
0.046;-1.220;2.276;-494.324;69.031;-101.746
0.052;-1.289;2.207;-525.391;82.336;-118.774
0.115;-1.458;2.205;-533.508;102.112;-139.526
0.099;-1.561;2.154;-512.024;132.690;-153.687
-0.057;-1.609;1.892;-452.820;180.664;-156.738
-0.270;-1.593;1.295;-376.221;238.831;-153.015
-0.431;-1.587;0.578;-304.077;274.902;-156.921
-0.532;-1.647;-0.173;-230.713;287.170;-157.593
-0.480;-1.572;-1.021;-155.212;308.289;-111.267
-0.381;-1.486;-1.646;-105.042;295.105;-45.227
-0.234;-1.554;-1.660;-96.863;243.347;-5.127
-0.193;-1.650;-1.342;-85.144;191.956;31.555
-0.118;-1.858;-1.104;-43.884;158.569;42.480
0.042;-2.119;-1.068;-12.878;153.870;23.621
0.091;-2.228;-1.181;4.395;172.241;22.217
-0.145;-1.983;-1.489;22.156;195.618;42.236
-0.399;-1.584;-2.046;52.185;224.915;68.054
-0.489;-1.441;-2.947;102.661;243.896;68.054
-0.487;-1.404;-3.804;158.997;223.206;63.232
-0.421;-1.414;-4.000;182.739;154.114;65.613
-0.440;-1.378;-4.000;147.705;51.514;77.026
-0.594;-1.214;-4.000;77.637;-49.805;89.966
-0.779;-0.944;-3.682;12.451;-123.169;103.210
-1.068;-0.625;-3.021;-9.033;-177.979;116.089
-1.300;-0.290;-2.344;0.366;-219.727;122.498
-1.564;-0.003;-1.892;20.142;-238.708;121.887
-1.766;0.065;-1.727;52.734;-240.051;113.098
-1.726;-0.166;-1.701;66.406;-242.310;98.267
-1.708;-0.008;-1.453;49.866;-231.689;84.290
-1.831;0.187;-1.454;49.561;-195.496;83.557
-1.761;0.097;-1.582;57.922;-180.908;72.083
-1.765;-0.078;-1.698;122.437;-184.021;59.631
-1.783;-0.097;-1.616;166.809;-200.378;51.331
-1.755;-0.076;-1.497;212.097;-211.914;43.884
-1.757;-0.001;-1.382;279.785;-217.896;31.555
-1.685;-0.030;-1.280;354.248;-223.328;10.742
-1.621;-0.151;-1.146;425.537;-233.093;-11.414
-1.550;-0.244;-0.919;476.501;-244.385;-32.288
-1.502;-0.232;-0.595;506.775;-247.803;-52.063
-1.529;-0.117;-0.203;522.339;-237.366;-71.899
-1.496;-0.141;0.124;533.691;-213.623;-100.098
-1.373;-0.479;0.574;523.437;-185.242;-135.376
-1.266;-0.955;1.406;469.971;-152.954;-159.546
-1.494;-1.525;2.069;389.099;-98.694;-174.316
-1.504;-2.595;2.439;296.631;-64.392;-187.073
-1.401;-3.805;2.730;165.710;-103.760;-194.946
-1.306;-4.000;3.358;-12.634;-202.820;-145.752
-0.882;-4.000;4.000;-188.904;-312.439;-39.795
-0.531;-4.000;4.000;-266.052;-363.586;68.054
