aX;aY;aZ;gX;gY;gZ
-0.503;-4.000;1.822;411.682;-501.709;-11.658
0.229;-4.000;2.539;387.573;-496.094;26.855
0.814;-4.000;3.980;338.867;-515.625;103.821
1.249;-4.000;4.000;282.959;-513.062;223.083
1.390;-4.000;4.000;228.088;-479.858;355.286
1.272;-2.361;4.000;155.518;-408.386;479.797
1.260;0.094;4.000;89.233;-301.147;570.374
1.027;2.742;4.000;70.801;-165.649;604.004
0.472;3.908;4.000;113.770;-20.813;527.771
-0.214;4.000;4.000;102.417;100.342;445.068
-0.772;4.000;4.000;101.013;198.303;388.550
-0.871;4.000;4.000;44.312;248.718;309.143
-0.548;4.000;3.704;-48.828;249.878;223.633
-0.342;3.868;3.256;-77.332;242.920;158.630
-0.431;3.663;3.021;-103.027;244.446;127.563
-0.635;3.302;3.067;-135.925;245.911;101.013
-0.796;2.475;3.150;-184.326;246.765;60.059
-0.828;1.410;3.137;-218.201;253.967;11.353
-0.845;0.492;2.974;-226.990;264.038;-29.419
-0.833;-0.250;2.847;-230.713;266.663;-47.913
-0.852;-0.707;2.859;-242.187;258.545;-46.265
-0.930;-1.022;2.909;-248.108;252.136;-40.710
-1.031;-1.340;2.973;-254.883;254.211;-44.006
-1.131;-1.697;2.702;-249.756;269.409;-56.580
-1.243;-2.003;2.109;-230.713;287.659;-68.848
-1.347;-2.091;1.430;-203.369;302.063;-70.923
-1.437;-1.895;0.888;-179.382;308.472;-66.467
-1.577;-1.611;0.409;-166.138;300.354;-63.049
-1.659;-1.472;-0.154;-155.762;280.212;-63.904
-1.639;-1.438;-0.759;-155.884;252.258;-60.913
-1.578;-1.428;-1.322;-189.636;210.571;-40.527
-1.462;-1.292;-1.604;-260.925;149.109;-4.028
-1.411;-0.979;-1.728;-337.585;87.952;32.593
-1.487;-0.566;-1.884;-400.757;30.640;54.749
-1.637;-0.258;-2.182;-431.885;-21.240;55.969
-1.739;-0.208;-2.579;-424.438;-67.627;31.372
-1.687;-0.523;-3.032;-380.127;-118.347;-6.348
-1.868;-0.973;-3.644;-304.993;-182.617;-28.687
-1.945;-1.472;-4.000;-232.117;-250.122;-30.151
-1.970;-1.812;-4.000;-185.913;-326.660;-28.931
-1.949;-2.231;-4.000;-157.410;-389.526;-24.170
-1.990;-2.393;-3.633;-109.192;-434.082;-10.864
-1.954;-2.799;-3.127;-37.720;-466.003;-8.057
-1.934;-3.321;-2.442;55.054;-479.858;-8.728
-1.802;-3.737;-1.718;168.579;-482.117;-2.869
-1.471;-4.000;-0.758;276.794;-471.558;2.747
-0.951;-4.000;0.642;368.530;-465.332;14.160
-0.173;-4.000;2.137;431.213;-456.909;27.893
0.535;-4.000;3.268;442.139;-442.261;61.584
1.193;-4.000;4.000;387.634;-421.021;129.822
1.957;-4.000;4.000;316.833;-396.729;213.196
2.618;-3.915;4.000;268.860;-366.394;305.237
2.825;-1.903;4.000;243.896;-292.419;383.240
3.193;0.243;4.000;239.990;-179.138;439.697
2.389;2.186;4.000;223.816;-90.515;471.069
2.135;2.916;4.000;225.159;52.185;431.885
1.601;3.139;4.000;208.374;152.039;353.088
0.875;2.892;4.000;179.687;216.675;326.538
0.372;2.531;4.000;127.380;259.766;308.655
-0.079;2.391;4.000;50.598;270.935;301.270
-0.357;2.300;3.640;-39.734;266.724;303.711
-0.542;2.287;3.305;-112.732;256.409;299.561
-0.683;2.327;3.066;-173.035;251.587;283.508
-0.814;2.249;2.846;-225.891;251.099;251.953
-0.902;2.020;2.675;-264.343;253.601;209.534
-0.954;1.694;2.579;-289.612;255.554;163.757
-0.994;1.296;2.459;-312.744;253.540;120.911
-1.068;0.901;2.396;-338.562;250.122;84.106
-1.173;0.592;2.349;-354.919;244.019;49.133
-1.291;0.349;2.203;-359.131;235.596;12.817
-1.437;0.181;2.010;-351.868;223.145;-23.804
-1.617;0.086;1.698;-325.500;208.801;-61.401
-1.736;-0.039;1.427;-286.499;191.162;-105.042
-1.866;-0.190;1.120;-241.882;173.706;-152.100
-1.963;-0.349;0.715;-188.416;155.151;-197.083
-2.029;-0.494;0.212;-143.188;137.024;-236.328
-2.049;-0.653;-0.356;-122.375;114.929;-261.475
-2.019;-0.732;-0.852;-122.192;80.505;-264.404
-1.906;-0.693;-1.128;-138.672;34.302;-241.943
-1.810;-0.667;-1.247;-173.401;-21.606;-201.660
-1.735;-0.655;-1.182;-232.910;-83.618;-155.273
-1.695;-0.574;-1.012;-288.086;-142.273;-115.417
-1.720;-0.454;-0.921;-321.655;-182.922;-92.957
-1.817;-0.488;-1.081;-339.294;-205.994;-94.910
-1.920;-1.599;-2.336;-303.589;-263.489;-122.620
-1.692;-2.674;-3.086;-275.024;-306.641;-131.714
-1.505;-3.452;-3.371;-229.858;-358.459;-120.544
-1.302;-3.985;-3.200;-133.240;-402.832;-100.952
-1.166;-4.000;-2.563;-22.339;-428.284;-85.205
-0.946;-4.000;-1.658;89.600;-437.683;-69.397
-0.488;-4.000;-0.652;187.500;-428.345;-59.204
-0.001;-4.000;0.096;260.376;-410.156;-49.438
0.471;-4.000;0.746;291.565;-395.325;-24.963
0.881;-4.000;1.114;290.588;-387.146;22.217
1.141;-4.000;1.875;287.231;-396.545;96.802
1.467;-4.000;3.438;267.395;-414.795;191.956
1.763;-4.000;4.000;252.075;-411.377;282.898
1.859;-3.562;4.000;237.671;-374.268;369.080
1.752;-1.991;4.000;211.121;-299.622;446.045
1.590;-0.455;4.000;163.086;-206.848;509.827
0.882;1.028;4.000;122.437;-126.770;551.880
0.830;2.699;4.000;107.056;-30.334;544.067
0.419;3.213;4.000;115.112;68.787;470.337
-0.053;3.568;4.000;124.451;139.587;402.893
-0.371;3.506;4.000;123.596;192.200;345.642
-0.605;3.423;3.981;78.186;210.083;304.321
-0.775;3.541;3.504;-0.366;215.698;290.283
-0.884;3.844;3.167;-79.285;213.318;278.748
-0.973;4.000;2.970;-153.076;211.365;254.822
-1.053;3.945;2.823;-205.139;214.661;210.266
-1.124;3.526;2.624;-232.422;223.083;147.156
-1.154;2.867;2.468;-244.751;229.248;81.116
-1.153;2.189;2.374;-252.808;228.516;24.231
-1.131;1.583;2.388;-266.663;220.215;-17.883
-1.143;1.035;2.479;-288.635;208.252;-48.706
-1.182;0.586;2.471;-305.664;198.853;-71.899
-1.203;0.155;2.375;-304.138;191.040;-96.313
-1.248;-0.210;2.301;-296.387;183.350;-124.512
-1.312;-0.534;2.179;-277.954;180.786;-155.212
-1.412;-0.895;1.899;-248.779;186.218;-186.340
-1.499;-1.237;1.378;-211.304;190.857;-210.083
-1.584;-1.437;0.702;-175.781;187.317;-216.003
-1.588;-1.572;0.060;-158.752;167.358;-204.041
-1.556;-1.605;-0.432;-168.091;131.775;-177.002
-1.551;-1.476;-0.817;-201.660;84.900;-134.766
-1.544;-1.274;-1.114;-248.291;31.311;-90.820
-1.530;-1.043;-1.301;-312.073;-26.245;-51.392
-1.534;-0.831;-1.406;-370.789;-84.900;-19.714
-1.564;-0.739;-1.516;-399.536;-138.672;-5.615
-1.615;-0.932;-1.729;-383.057;-185.791;-14.893
-1.582;-1.419;-2.074;-326.233;-224.365;-38.269
-1.483;-2.063;-2.582;-254.089;-258.667;-57.739
-1.426;-2.738;-3.093;-190.186;-301.086;-57.068
-1.429;-3.118;-3.109;-146.362;-357.178;-31.677
-1.320;-3.459;-2.573;-107.300;-410.095;-2.930
-1.067;-3.689;-1.852;-57.129;-441.833;18.433
-0.733;-3.882;-1.189;8.484;-444.824;33.447
-0.460;-4.000;-0.728;94.482;-428.711;41.443
-0.135;-4.000;-0.127;181.580;-407.288;50.293
0.306;-4.000;0.712;273.682;-384.888;53.040
0.832;-4.000;1.469;354.431;-361.755;49.255
1.310;-4.000;1.976;401.062;-353.333;63.293
1.659;-4.000;3.036;382.690;-354.248;120.300
2.140;-4.000;4.000;313.721;-361.572;200.378
2.402;-3.769;4.000;259.338;-328.979;277.832
2.434;-2.459;4.000;232.971;-254.456;351.746
2.199;-0.961;4.000;222.290;-167.053;414.551
1.826;0.573;4.000;196.655;-80.444;466.919
1.332;2.003;4.000;154.785;2.197;494.446
0.814;3.081;4.000;117.310;83.374;485.352
0.328;3.677;4.000;91.431;156.250;440.918
-0.121;3.916;4.000;57.190;212.830;389.832
-0.559;4.000;4.000;13.306;251.587;350.525
-0.830;4.000;3.858;-53.223;273.071;312.622
-1.015;4.000;3.226;-129.639;274.658;279.419
-1.054;4.000;2.826;-197.632;270.569;240.906
-1.053;4.000;2.683;-243.896;267.761;187.988
-1.120;3.671;2.559;-256.287;267.395;122.559
-1.165;2.971;2.392;-256.653;271.729;54.932
-1.190;2.233;2.277;-257.751;271.057;0.610
-1.214;1.628;2.245;-268.982;260.864;-30.090
-1.249;1.216;2.301;-293.396;246.399;-41.382
-1.334;0.941;2.366;-321.167;226.562;-46.509
-1.367;0.618;2.371;-328.247;201.355;-61.829
-1.410;0.306;2.342;-320.679;181.824;-85.876
-1.479;0.054;2.224;-308.167;172.546;-110.962
-1.624;-0.066;1.887;-280.762;170.654;-139.282
-1.758;-0.159;1.440;-245.911;169.678;-173.889
-1.851;-0.350;0.966;-215.698;159.058;-210.266
-1.936;-0.687;0.472;-190.430;139.404;-238.220
-1.986;-1.066;-0.147;-162.720;117.126;-249.329
-1.957;-1.437;-0.781;-137.329;81.909;-239.441
-1.916;-1.476;-1.250;-132.263;33.325;-206.543
-1.925;-1.340;-1.556;-156.860;-24.414;-160.828
-1.959;-1.176;-1.669;-197.815;-90.881;-115.845
-2.018;-1.057;-1.580;-245.972;-159.058;-77.637
-2.022;-1.137;-1.447;-284.119;-219.299;-50.842
-1.955;-1.455;-1.405;-307.739;-265.503;-32.166
-1.854;-1.943;-1.670;-304.504;-299.377;-15.564
-1.824;-2.283;-2.060;-280.457;-328.674;3.601
-1.785;-2.657;-2.335;-237.915;-364.319;24.780
-1.727;-2.865;-2.112;-179.565;-408.569;40.466
-1.592;-2.756;-1.547;-98.816;-439.270;49.011
-1.254;-2.849;-0.639;4.028;-450.989;40.527
-0.743;-3.114;0.292;117.188;-441.406;13.550
-0.183;-3.321;0.873;224.182;-403.198;-16.418
0.493;-3.594;1.228;292.480;-362.000;-38.818
1.171;-3.998;1.478;311.157;-332.397;-36.987
1.772;-4.000;1.753;297.729;-318.726;7.385
2.270;-4.000;2.933;258.972;-322.144;88.440
2.879;-3.762;4.000;240.051;-318.909;154.053
3.266;-3.017;4.000;243.713;-278.625;203.247
3.373;-2.213;4.000;255.798;-196.716;251.587
3.278;-1.591;4.000;264.954;-122.559;290.100
2.968;-0.911;4.000;261.658;-58.716;324.280
2.450;-0.066;4.000;237.244;4.883;370.850
1.823;0.826;4.000;190.613;61.218;422.241
1.161;1.839;4.000;132.385;105.591;464.050
0.570;2.679;4.000;75.317;153.748;482.788
0.047;3.227;4.000;26.245;186.401;469.788
-0.341;3.467;3.979;-3.296;213.135;433.777
-0.614;3.453;3.445;-27.954;232.910;387.085
-0.843;3.352;2.809;-49.988;246.033;339.966
-1.098;3.595;1.891;-119.324;236.206;268.066
-1.152;3.812;1.684;-179.565;217.957;238.892
-1.202;3.903;1.710;-236.633;199.646;200.378
-1.260;3.775;1.839;-271.301;179.077;146.423
-1.297;3.370;1.995;-266.541;168.274;76.965
-1.374;2.992;2.029;-247.742;163.940;9.460
-1.443;2.517;2.035;-242.065;156.067;-43.762
-1.504;2.010;2.091;-254.150;138.123;-88.928
-1.578;1.507;2.101;-268.188;123.901;-127.991
-1.645;1.019;2.046;-271.667;108.459;-163.879
-1.760;0.650;1.846;-260.376;98.450;-195.312
-1.832;0.262;1.599;-237.000;87.708;-224.060
-1.887;-0.091;1.388;-210.144;77.148;-247.620
-1.927;-0.406;1.142;-191.101;67.932;-261.841
-1.964;-0.703;0.797;-177.795;61.340;-269.775
-1.991;-0.938;0.397;-169.678;49.622;-270.752
-2.021;-1.109;-0.045;-157.410;32.715;-265.198
-2.048;-1.214;-0.432;-143.738;3.357;-253.845
-1.991;-1.373;-0.741;-137.207;-33.081;-235.168
-1.908;-1.444;-0.877;-151.733;-74.768;-206.177
-1.846;-1.547;-0.895;-179.504;-115.234;-172.913
-1.745;-1.726;-0.873;-223.206;-151.367;-140.747
-1.618;-2.007;-1.001;-267.944;-180.115;-110.901
-1.518;-2.365;-1.455;-291.931;-203.003;-84.473
-1.445;-2.915;-2.164;-290.039;-230.713;-58.228
-1.374;-3.390;-2.757;-273.437;-274.048;-18.188
-1.343;-3.508;-2.798;-237.244;-331.665;24.597
-1.242;-3.631;-2.164;-168.884;-384.766;52.002
-1.016;-3.675;-1.084;-64.148;-411.194;64.087
-0.732;-3.772;-0.284;78.064;-397.400;57.922
-0.398;-3.838;0.164;201.782;-371.033;37.903
0.021;-3.998;0.403;275.879;-348.755;18.127
0.481;-4.000;0.953;288.269;-348.206;16.602
1.129;-4.000;1.644;285.767;-355.103;43.091
1.501;-4.000;2.459;295.593;-356.140;101.685
1.846;-4.000;3.997;270.264;-358.521;195.374
2.330;-3.079;4.000;248.840;-329.224;266.357
2.692;-1.963;4.000;224.609;-264.648;317.200
2.767;-0.582;4.000;195.984;-188.354;372.986
2.574;0.925;4.000;171.631;-101.929;415.283
2.228;2.231;4.000;145.813;-9.033;432.068
1.723;3.157;4.000;127.075;78.003;422.485
1.138;3.760;4.000;108.643;153.442;399.719
0.487;4.000;4.000;82.153;211.853;380.066
0.030;4.000;4.000;47.363;254.578;339.539
-0.365;4.000;3.977;7.751;276.001;299.438
-0.655;4.000;3.343;-42.297;287.659;265.869
-0.822;4.000;2.797;-88.989;295.593;228.760
-0.910;4.000;2.387;-123.840;291.504;182.251
-0.950;3.753;2.086;-147.278;284.241;131.897
-0.957;3.318;1.933;-161.438;277.039;81.360
-0.968;2.765;1.838;-166.443;270.752;32.227
-0.944;2.181;1.845;-175.232;265.625;-7.935
-0.936;1.709;1.855;-185.608;263.184;-34.180
-0.937;1.320;1.803;-190.674;259.766;-53.650
-0.958;0.957;1.802;-201.477;252.197;-70.862
-1.050;0.661;1.854;-215.515;237.671;-86.975
-1.073;0.300;1.850;-215.820;221.252;-109.253
-1.206;0.014;1.750;-205.994;213.379;-130.981
-1.344;-0.237;1.602;-185.608;208.252;-149.719
-1.482;-0.399;1.388;-153.381;205.200;-168.335
-1.661;-0.569;1.052;-106.689;202.576;-188.843
-1.837;-0.788;0.678;-51.819;193.542;-208.862
-2.013;-1.017;0.206;2.563;174.561;-223.022
-2.104;-1.275;-0.223;48.279;140.259;-231.140
-2.181;-1.421;-0.396;76.660;100.098;-229.919
-2.224;-1.444;-0.616;97.961;73.792;-219.910
-2.165;-1.660;-1.197;95.215;57.190;-211.365
-1.975;-1.811;-1.655;32.288;19.653;-182.312
-1.916;-1.547;-2.072;-66.040;-35.278;-119.751
-1.908;-1.061;-2.565;-172.791;-88.623;-59.509
-1.826;-0.737;-3.027;-259.766;-150.818;-31.982
-1.674;-0.666;-3.388;-294.922;-222.900;-28.503
-1.657;-0.648;-3.573;-265.869;-292.603;-36.316
-1.626;-0.842;-3.740;-210.754;-345.093;-58.655
-1.656;-0.988;-3.556;-159.302;-386.169;-79.773
-1.612;-1.268;-3.182;-92.346;-428.711;-96.497
-1.378;-1.794;-2.510;-33.203;-458.008;-109.497
-1.024;-2.162;-1.827;38.696;-461.426;-104.736
-0.596;-2.397;-1.176;104.614;-457.947;-97.290
-0.247;-2.615;-0.542;147.888;-452.454;-83.496
0.169;-3.059;0.251;164.612;-448.669;-49.500
0.675;-3.912;1.276;169.861;-450.745;-0.671
1.355;-4.000;3.075;183.411;-463.440;56.641
2.144;-4.000;4.000;192.688;-466.370;120.789
2.823;-4.000;4.000;198.486;-421.387;186.523
3.167;-3.612;4.000;205.688;-321.106;250.793
3.136;-2.357;4.000;204.834;-211.121;324.890
2.641;-0.799;4.000;192.444;-116.455;400.330
1.923;0.650;4.000;168.396;-15.564;442.261
1.114;1.812;4.000;122.986;70.068;454.163
0.381;2.642;4.000;55.481;129.700;450.134
-0.219;3.132;4.000;-10.071;175.903;429.016
-0.680;3.605;4.000;-74.585;212.097;401.550
-0.987;3.923;3.592;-131.104;236.267;360.901
-1.052;3.859;3.045;-168.762;252.808;298.950
-1.064;3.549;2.621;-190.857;260.437;230.286
-1.117;3.172;2.236;-210.999;262.390;172.913
-1.074;2.594;1.953;-249.817;256.470;121.887
-0.942;1.944;1.857;-296.570;243.103;84.900
-0.818;1.372;1.823;-348.450;227.966;68.176
-0.811;1.053;1.860;-395.935;215.271;68.359
-0.772;0.811;1.799;-412.903;199.585;55.298
-0.732;0.540;1.721;-400.879;177.490;23.499
-0.652;0.192;1.637;-368.835;155.701;-9.644
-0.638;0.002;1.649;-330.261;135.010;-40.039
-0.699;-0.125;1.594;-285.583;131.287;-71.594
-0.800;-0.289;1.410;-238.403;132.812;-109.375
-0.988;-0.470;1.040;-183.594;137.573;-147.034
-1.261;-0.762;0.487;-114.685;142.761;-177.185
-1.465;-1.230;-0.104;-54.443;140.625;-188.599
-1.728;-1.652;-0.658;-24.536;126.587;-171.021
-2.035;-1.795;-1.131;-39.185;98.572;-134.583
-2.245;-1.896;-1.667;-93.018;50.415;-99.609
-2.253;-2.102;-2.043;-173.767;-23.193;-63.416
-2.183;-2.355;-2.212;-249.084;-108.337;-10.498
-2.132;-2.413;-2.346;-287.537;-185.913;53.406
-2.031;-2.381;-2.484;-286.621;-256.470;95.337
-1.952;-2.193;-2.461;-257.629;-316.895;105.957
-1.665;-2.264;-2.338;-100.464;-366.638;38.025
-1.456;-2.464;-2.002;-8.850;-371.582;-2.991
-1.242;-2.721;-1.583;82.031;-360.840;-31.067
-0.938;-2.841;-1.167;161.804;-331.848;-47.791
-0.482;-2.881;-0.726;221.130;-320.435;-57.800
0.077;-2.694;0.045;256.104;-335.022;-32.227
0.606;-2.695;0.664;277.710;-345.825;-6.958
1.047;-3.066;0.872;282.043;-345.337;6.592
1.640;-3.455;1.582;268.433;-354.980;46.814
2.309;-3.677;3.172;267.395;-370.422;107.605
3.067;-3.415;4.000;285.522;-363.037;170.105
3.642;-2.651;4.000;310.181;-309.814;203.186
3.892;-1.635;4.000;327.209;-217.163;229.370
3.740;-0.540;4.000;313.904;-124.512;284.790
3.203;0.637;4.000;281.982;-27.344;345.459
2.456;1.610;4.000;248.962;68.054;378.540
1.619;2.412;4.000;204.346;146.301;391.418
0.765;3.059;4.000;145.508;205.383;393.921
0.056;3.451;4.000;76.843;243.408;378.723
-0.478;3.647;4.000;21.118;267.578;348.389
-0.840;3.716;3.465;-23.987;280.029;308.777
-1.068;3.905;2.712;-79.468;285.645;270.386
-1.147;3.985;2.192;-137.512;272.644;231.812
-1.106;3.862;2.025;-178.162;258.301;183.472
-1.111;3.646;2.002;-193.542;242.737;129.639
-1.174;3.340;1.985;-199.768;233.032;73.853
-1.216;2.830;1.963;-208.557;222.717;21.118
-1.244;2.343;1.967;-219.238;208.984;-18.738
-1.232;1.928;2.033;-229.309;186.707;-46.631
-1.264;1.647;2.097;-260.864;169.067;-62.744
-1.284;1.331;2.158;-296.448;156.921;-71.472
-1.338;1.094;2.256;-320.068;144.836;-80.383
-1.428;0.919;2.311;-323.181;134.338;-99.426
-1.500;0.803;2.331;-309.448;126.465;-131.165
-1.616;0.611;2.167;-280.518;121.887;-172.607
-1.727;0.244;1.752;-231.812;116.882;-216.614
-1.713;-0.163;1.289;-178.101;104.858;-249.512
-1.719;-0.584;0.980;-131.592;85.632;-269.287
-1.724;-0.955;0.651;-77.515;69.214;-275.269
-1.816;-1.173;0.314;-34.241;60.913;-263.916
-1.948;-1.385;0.018;-9.399;43.030;-249.084
-2.109;-1.760;-0.176;-8.484;10.986;-232.422
-2.272;-2.205;-0.489;-41.809;-18.982;-202.454
-2.301;-2.707;-1.097;-116.455;-51.208;-150.513
-2.324;-2.897;-1.907;-224.182;-91.797;-80.078
-2.324;-2.853;-2.733;-331.360;-147.766;-6.653
-2.240;-2.800;-3.298;-386.353;-220.642;46.753
-2.171;-2.689;-3.393;-355.896;-294.983;72.083
-2.172;-2.590;-3.293;-266.479;-351.074;70.801
-2.007;-2.565;-2.989;-144.287;-386.536;46.204
-1.566;-2.837;-2.307;-0.061;-408.264;7.812
-0.905;-3.216;-1.357;144.714;-414.001;-29.724
-0.142;-3.645;-0.614;270.020;-398.926;-69.824
0.648;-4.000;0.056;335.510;-378.601;-89.905
1.301;-4.000;0.620;319.458;-352.966;-61.829
1.855;-4.000;1.292;251.831;-333.557;7.080
2.470;-4.000;2.375;208.679;-318.909;82.581
3.208;-4.000;3.855;207.520;-302.673;149.109
3.839;-3.464;4.000;234.741;-260.681;202.759
4.000;-2.363;4.000;267.090;-199.524;254.883
3.898;-1.066;4.000;266.174;-125.793;304.687
3.481;-0.081;4.000;243.652;-61.096;343.628
2.859;0.834;4.000;228.210;-1.648;374.817
2.124;1.754;4.000;205.322;58.594;398.926
1.505;2.501;4.000;169.128;109.802;404.907
0.992;2.949;4.000;131.409;152.771;390.869
0.559;3.158;4.000;93.994;191.467;363.098
0.241;3.154;3.708;58.777;227.783;330.933
0.009;3.219;3.082;15.686;242.920;309.082
-0.077;3.259;2.708;-36.682;241.577;289.856
-0.121;3.418;2.494;-88.257;237.305;267.395
-0.162;3.516;2.325;-131.348;235.596;234.863
-0.240;3.381;2.236;-171.143;239.075;185.791
-0.387;3.126;2.132;-202.209;236.084;133.972
-0.574;2.899;2.054;-222.534;229.248;83.374
-0.680;2.552;2.084;-240.784;211.853;33.020
-0.799;2.250;2.222;-255.981;194.519;-12.146
-0.911;1.827;2.327;-260.559;181.519;-55.542
-1.094;1.384;2.435;-252.319;174.805;-99.365
-1.350;0.880;2.390;-231.873;174.133;-139.832
-1.568;0.408;2.232;-212.097;175.232;-171.692
-1.786;0.020;1.914;-199.097;172.363;-188.354
-1.910;-0.331;1.626;-199.097;159.363;-191.528
-1.939;-0.592;1.358;-213.135;140.198;-186.035
-1.911;-0.739;1.098;-223.389;122.192;-174.683
-1.909;-0.791;0.768;-213.928;103.577;-166.321
-1.888;-0.738;0.425;-196.411;84.717;-164.673
-1.794;-0.613;0.246;-177.856;58.167;-164.856
-1.721;-0.470;0.142;-146.973;30.762;-168.335
-1.692;-0.316;0.044;-122.437;7.568;-172.974
-1.714;-0.303;-0.102;-107.971;-14.282;-178.711
-1.706;-0.438;-0.182;-120.667;-41.138;-179.504
-1.724;-0.602;-0.207;-159.729;-71.045;-169.312
-1.789;-0.890;-0.421;-198.730;-97.473;-154.968
-1.818;-1.385;-0.888;-228.882;-125.671;-139.954
-1.771;-1.954;-1.379;-262.329;-164.124;-116.272
-1.778;-2.521;-1.953;-282.104;-209.412;-79.712
-1.665;-3.102;-2.450;-278.748;-253.845;-34.363
-1.762;-3.205;-2.651;-263.794;-300.842;18.372
-1.644;-3.276;-2.394;-226.868;-345.581;62.378
-1.352;-3.370;-1.721;-152.771;-390.320;78.857
-0.880;-3.403;-0.819;-35.461;-407.532;67.200
-0.251;-3.444;-0.105;105.652;-398.926;30.884
0.544;-3.942;0.544;217.407;-383.911;-17.029
1.469;-4.000;0.852;268.311;-368.530;-34.912
2.209;-4.000;1.493;254.517;-355.774;11.475
2.888;-4.000;2.793;206.543;-343.445;108.398
3.595;-3.781;4.000;189.575;-309.570;194.519
4.000;-2.640;4.000;216.064;-252.014;246.643
4.000;-1.460;4.000;269.653;-180.908;266.724
4.000;-0.387;4.000;317.322;-104.065;273.315
4.000;0.377;4.000;335.815;-34.851;274.048
3.733;1.060;4.000;333.435;23.010;285.217
3.099;1.794;4.000;304.993;73.669;311.646
2.397;2.476;4.000;247.070;117.737;337.646
1.783;3.008;4.000;176.086;151.672;348.450
1.250;3.261;4.000;105.835;188.721;341.675
0.818;3.297;4.000;52.490;221.802;325.684
0.431;3.427;3.763;18.921;236.938;306.885
-0.063;3.159;2.994;-36.316;251.770;229.126
-0.234;2.769;2.645;-58.350;255.981;180.786
-0.343;2.287;2.375;-82.275;253.845;136.108
-0.416;1.835;2.173;-112.061;246.033;105.713
-0.468;1.522;2.156;-149.048;230.774;89.111
-0.483;1.267;2.282;-184.998;214.172;77.209
-0.594;1.052;2.448;-217.712;202.271;63.477
-0.742;0.835;2.542;-241.516;198.730;43.030
-1.014;0.668;2.440;-254.456;204.285;17.761
-1.295;0.530;2.061;-255.371;211.365;-12.512
-1.548;0.488;1.633;-244.812;208.374;-48.584
-1.736;0.375;1.306;-225.708;191.772;-92.041
-1.961;0.161;0.968;-187.683;170.166;-141.235
-2.217;-0.005;0.574;-142.578;150.452;-184.265
-2.404;-0.283;0.156;-101.563;126.648;-221.863
-2.475;-0.679;-0.280;-77.332;100.037;-244.690
-2.366;-1.231;-0.679;-93.567;64.026;-233.948
-2.174;-1.591;-0.843;-161.621;13.672;-180.908
-2.032;-1.574;-0.735;-248.901;-40.283;-107.483
-1.993;-1.202;-0.651;-324.036;-83.435;-37.170
-2.040;-0.841;-0.768;-381.287;-118.835;10.376
-2.050;-0.794;-1.104;-415.894;-153.992;29.907
-2.092;-0.910;-1.561;-415.405;-195.557;31.738
-2.132;-1.217;-2.083;-380.188;-241.211;24.475
-2.198;-1.572;-2.396;-324.341;-291.504;13.245
-2.097;-2.072;-2.541;-250.977;-342.896;1.099
-1.859;-2.643;-2.102;-167.480;-387.085;-15.259
-1.489;-3.081;-1.500;-65.491;-411.865;-34.546
-0.977;-3.749;-0.970;44.312;-415.100;-67.322
-0.317;-4.000;-0.450;128.784;-396.484;-88.440
0.406;-4.000;0.100;185.547;-381.165;-79.773
1.014;-4.000;0.245;215.942;-371.765;-45.044
1.524;-4.000;0.786;226.257;-376.465;12.329
2.085;-4.000;1.887;242.004;-385.559;78.735
2.493;-4.000;2.855;268.127;-371.826;136.230
2.841;-4.000;3.668;286.926;-340.210;187.012
3.016;-3.711;4.000;288.391;-299.622;240.479
2.985;-2.607;4.000;265.259;-251.587;310.791
2.780;-1.311;4.000;230.591;-195.007;389.038
2.280;0.235;4.000;186.707;-138.916;461.792
1.753;1.719;4.000;133.667;-81.909;513.428
1.308;2.964;4.000;82.092;-22.888;530.762
0.724;3.988;4.000;47.485;39.368;517.761
0.260;4.000;4.000;23.743;100.220;467.468
-0.125;4.000;4.000;12.146;160.217;386.047
-0.503;4.000;4.000;-10.010;196.960;307.983
-0.775;4.000;3.849;-41.077;211.304;236.389
-0.956;4.000;3.529;-76.172;229.492;163.635
-1.028;4.000;3.599;-113.342;236.450;79.956
-1.137;4.000;3.565;-143.921;251.953;-14.648
-1.263;3.225;3.301;-159.851;271.179;-106.262
-1.344;2.092;3.009;-173.279;277.100;-166.870
-1.446;1.362;2.986;-180.420;269.226;-189.392
-1.625;0.725;2.923;-171.753;263.428;-196.533
-1.748;0.121;2.750;-171.021;267.029;-203.552
-1.974;-0.329;2.425;-166.504;274.292;-205.566
-2.257;-0.604;1.992;-143.005;277.527;-201.599
-2.535;-0.731;1.473;-106.506;275.330;-203.125
-2.550;-0.867;0.930;-56.519;262.695;-216.309
-2.599;-0.962;0.373;-7.385;238.159;-227.112
-2.557;-1.143;-0.233;22.522;217.224;-235.535
-2.462;-1.338;-0.945;24.353;188.232;-221.436
-2.312;-1.458;-1.447;-27.466;138.794;-183.350
-2.106;-1.545;-1.644;-137.268;73.486;-127.014
-1.908;-1.434;-1.681;-277.405;4.578;-56.763
-1.779;-0.996;-1.506;-424.255;-60.486;19.775
-1.713;-0.658;-1.382;-521.606;-113.953;68.115
-1.677;-0.592;-1.439;-551.147;-157.776;78.064
-1.621;-0.651;-1.484;-538.025;-199.890;68.481
-1.522;-0.937;-1.636;-479.248;-233.643;52.002
-1.419;-1.500;-1.899;-399.597;-268.494;29.907
-1.254;-2.062;-2.002;-328.186;-311.401;16.296
