aX;aY;aZ;gX;gY;gZ
-1.129;-2.587;-1.986;-266.968;-350.342;16.846
-0.927;-3.022;-1.709;-217.102;-379.639;26.184
-0.637;-3.436;-1.220;-163.269;-395.630;37.231
-0.242;-3.707;-0.345;-100.220;-391.052;52.551
0.368;-3.557;0.637;-36.133;-364.380;64.636
1.069;-3.082;1.522;3.967;-319.214;65.491
1.757;-2.671;2.249;23.682;-270.081;59.326
2.397;-2.778;2.360;73.730;-233.826;62.561
2.841;-2.739;2.971;148.987;-214.783;82.458
3.170;-2.166;3.914;214.355;-192.993;120.544
3.548;-1.893;4.000;273.132;-148.621;131.348
3.840;-1.862;4.000;322.205;-92.041;134.644
3.844;-1.596;4.000;344.482;-38.513;166.809
3.563;-1.025;4.000;340.942;5.981;227.600
3.113;-0.129;4.000;312.500;42.603;296.875
2.505;0.794;4.000;272.644;81.970;361.816
1.862;1.535;4.000;222.046;124.756;409.058
1.176;2.243;4.000;178.040;166.443;435.059
0.609;2.854;4.000;145.630;206.116;436.584
0.148;3.349;4.000;114.380;238.586;417.542
-0.184;3.581;3.731;86.670;263.855;378.113
-0.443;3.540;3.272;61.951;284.424;326.599
-0.629;3.336;2.791;42.664;296.631;275.940
-0.734;3.116;2.211;25.635;298.950;234.558
-0.798;2.977;1.659;-7.141;286.316;206.055
-0.814;2.947;1.365;-63.477;257.568;184.631
-0.799;2.974;1.274;-134.033;222.656;165.405
-0.736;2.931;1.353;-203.613;189.270;139.343
-0.727;2.904;1.564;-258.850;159.912;107.422
-0.733;2.722;1.787;-289.734;141.846;66.040
-0.821;2.514;1.913;-301.270;135.376;18.799
-0.938;2.149;1.904;-297.485;135.986;-29.724
-1.077;1.761;1.855;-292.542;138.489;-75.134
-1.276;1.362;1.716;-282.837;138.977;-114.380
-1.522;1.034;1.527;-258.301;131.470;-151.062
-1.698;0.667;1.321;-222.229;117.065;-190.125
-1.855;0.310;1.144;-185.669;104.248;-226.501
-2.017;-0.012;0.959;-149.231;94.360;-254.700
-2.159;-0.380;0.677;-117.065;85.754;-276.855
-2.196;-0.816;0.264;-91.187;74.890;-291.504
-2.175;-1.271;-0.216;-74.158;56.396;-286.072
-2.078;-1.631;-0.713;-79.163;27.954;-255.981
-1.989;-1.789;-1.082;-108.582;-18.005;-206.604
-1.895;-1.892;-1.185;-163.086;-80.200;-152.588
-1.812;-2.077;-1.263;-212.830;-140.137;-101.685
-1.755;-2.271;-1.444;-243.225;-189.026;-54.688
-1.717;-2.374;-1.743;-256.897;-229.980;-15.137
-1.621;-2.663;-2.349;-246.582;-295.532;27.161
-1.509;-2.912;-2.378;-213.379;-327.454;36.377
-1.355;-3.161;-2.031;-146.301;-360.168;47.668
-1.112;-3.480;-1.597;-50.354;-379.517;57.129
-0.828;-3.772;-1.013;51.758;-386.475;66.528
-0.549;-3.898;-0.358;150.574;-385.620;80.078
-0.167;-3.940;0.213;217.773;-372.070;88.745
0.276;-3.983;0.835;247.559;-356.445;99.731
0.808;-3.848;1.651;263.794;-338.989;119.324
1.199;-3.515;2.038;299.683;-309.387;144.714
1.522;-3.451;2.311;358.826;-286.499;170.898
1.824;-3.009;3.532;370.544;-286.438;215.210
2.189;-2.234;4.000;342.590;-276.794;267.822
2.427;-1.295;4.000;283.691;-246.887;320.129
2.528;-0.086;4.000;208.008;-201.050;372.070
2.472;1.061;4.000;164.795;-135.315;407.715
2.214;2.031;4.000;149.231;-52.368;415.405
1.756;2.924;4.000;147.522;36.804;404.297
1.153;3.625;4.000;136.292;115.051;381.042
0.556;3.922;4.000;100.037;167.297;348.999
0.081;3.999;4.000;35.950;194.336;315.735
-0.301;4.000;4.000;-30.396;215.027;286.743
-0.587;4.000;3.828;-94.055;235.718;262.146
-0.820;4.000;3.333;-144.897;249.634;230.713
-0.917;3.895;2.908;-180.847;254.761;182.129
-1.008;3.499;2.551;-202.759;257.812;128.540
-1.079;3.023;2.208;-211.365;261.902;78.247
-1.097;2.423;1.980;-224.915;261.414;32.166
-1.089;1.851;1.862;-241.760;255.493;-1.282
-1.086;1.413;1.819;-262.329;244.568;-21.667
-1.062;1.054;1.807;-285.095;232.788;-37.354
-1.049;0.745;1.815;-302.856;219.788;-54.565
-1.079;0.456;1.864;-308.960;208.252;-76.538
-1.236;0.254;1.844;-298.706;202.393;-102.051
-1.453;0.060;1.656;-256.165;196.838;-139.343
-1.627;-0.155;1.363;-187.622;187.561;-186.523
-1.811;-0.313;0.948;-122.498;183.289;-225.586
-2.058;-0.398;0.408;-69.031;179.871;-251.709
-2.281;-0.630;-0.157;-40.039;166.382;-268.677
-2.305;-1.056;-0.695;-36.804;137.512;-276.001
-2.260;-1.299;-1.114;-60.120;97.534;-254.944
-2.116;-1.351;-1.521;-105.957;47.363;-207.642
-1.934;-1.383;-1.661;-192.200;-17.212;-143.677
-1.864;-1.147;-1.427;-298.218;-93.994;-68.298
-1.821;-0.801;-1.068;-374.634;-156.860;-7.568
-1.792;-0.559;-0.958;-399.353;-196.655;17.761
-1.806;-0.575;-1.209;-376.343;-227.234;7.874
-1.784;-0.966;-1.600;-318.726;-254.395;-25.513
-1.717;-1.475;-2.051;-236.633;-281.433;-56.702
-1.657;-1.994;-2.329;-147.400;-317.078;-77.942
-1.480;-2.568;-2.208;-65.979;-363.770;-91.614
-1.262;-3.145;-1.703;6.348;-403.564;-92.957
-0.921;-3.679;-0.986;79.346;-421.448;-83.252
-0.520;-3.992;-0.406;143.494;-410.095;-72.388
-0.070;-4.000;-0.120;187.378;-383.911;-64.331
0.462;-4.000;0.187;208.313;-364.441;-53.955
0.926;-4.000;0.529;224.121;-354.309;-29.785
1.229;-4.000;0.811;262.024;-353.088;7.935
1.506;-4.000;1.796;284.180;-366.516;63.904
1.795;-4.000;2.982;278.381;-374.084;129.761
2.044;-4.000;3.994;243.713;-357.788;199.036
2.216;-3.142;4.000;183.472;-324.585;274.780
2.219;-1.756;4.000;127.625;-275.574;355.164
2.090;-0.212;4.000;86.548;-210.754;427.124
1.855;1.034;4.000;72.327;-130.554;470.398
1.524;2.222;4.000;70.496;-35.828;482.178
1.044;3.121;4.000;90.271;60.181;459.351
0.542;3.528;4.000;118.591;144.592;403.748
0.150;3.687;4.000;143.555;195.496;344.482
-0.166;3.563;4.000;135.925;217.651;297.180
-0.358;3.402;4.000;76.416;230.835;270.691
-0.496;3.389;3.676;2.380;239.441;261.169
-0.656;3.460;3.272;-50.781;243.408;255.066
-0.799;3.537;2.921;-91.797;241.638;236.816
-0.893;3.360;2.592;-130.981;239.563;195.496
-0.933;2.998;2.292;-166.748;239.014;142.151
-0.915;2.525;2.073;-197.754;236.267;92.712
-0.860;2.079;2.001;-236.755;231.079;56.213
-0.865;1.721;2.013;-283.447;226.440;35.767
-0.922;1.395;2.116;-327.759;223.633;22.461
-1.063;1.041;2.203;-364.807;225.281;2.319
-1.297;0.754;2.241;-381.287;228.943;-29.053
-1.582;0.641;2.179;-367.187;225.708;-73.608
-1.870;0.514;1.960;-329.956;220.703;-118.042
-2.262;0.400;1.585;-294.128;217.773;-166.870
-2.647;0.175;1.108;-246.399;208.313;-225.037
-3.016;-0.339;0.508;-183.105;184.753;-285.950
-3.210;-1.133;-0.272;-129.883;149.048;-328.430
-3.091;-2.043;-1.148;-111.572;94.421;-329.346
-2.868;-2.673;-1.901;-144.958;28.198;-263.062
-2.816;-2.851;-2.279;-228.882;-56.335;-148.071
-2.742;-2.605;-2.364;-327.698;-150.574;-28.870
-2.764;-2.348;-2.422;-376.282;-237.610;48.645
-2.683;-2.215;-2.469;-364.136;-313.293;68.298
-2.502;-2.528;-2.415;-292.603;-365.112;50.232
-2.210;-3.142;-2.010;-160.156;-379.700;28.992
-1.750;-3.641;-1.631;1.648;-378.906;9.094
-1.415;-3.885;-1.550;137.695;-377.991;-5.554
-1.042;-3.998;-1.379;194.824;-384.521;-2.930
-0.451;-4.000;-0.891;195.496;-402.649;9.949
0.226;-3.970;0.043;192.200;-423.889;36.255
1.177;-3.693;1.439;208.008;-420.715;44.800
2.147;-3.628;2.452;264.954;-387.024;29.541
2.899;-3.841;3.097;332.581;-344.299;28.809
3.480;-3.188;4.000;337.708;-304.443;78.308
3.885;-2.250;4.000;324.280;-260.376;132.019
4.000;-1.727;4.000;312.439;-200.745;159.058
4.000;-1.391;4.000;317.993;-132.874;179.810
3.910;-1.056;4.000;322.510;-66.162;215.515
3.334;-0.562;4.000;294.373;-10.193;269.775
2.631;0.017;4.000;246.765;29.663;333.740
1.919;0.560;4.000;190.002;64.087;392.761
1.159;1.171;4.000;125.366;98.999;445.923
0.506;1.876;4.000;60.913;127.625;479.492
-0.017;2.505;4.000;10.071;144.470;480.042
-0.370;2.794;4.000;-28.442;160.339;445.129
-0.644;2.887;3.796;-61.890;179.443;392.212
-0.860;2.946;3.274;-101.257;197.021;341.675
-1.008;3.055;2.773;-139.771;205.872;297.546
-1.069;3.216;2.172;-214.478;187.256;221.985
-1.135;3.215;2.140;-245.789;170.959;181.335
-1.133;3.093;2.101;-266.541;156.128;135.925
-1.100;2.820;2.138;-275.024;140.076;85.266
-1.065;2.471;2.239;-281.189;124.817;35.034
-1.068;2.127;2.371;-291.748;113.464;-10.010
-1.162;1.673;2.383;-286.316;113.892;-56.458
-1.387;1.109;2.205;-270.691;122.437;-103.638
-1.553;0.583;1.975;-261.963;129.639;-142.029
-1.701;0.130;1.763;-261.475;131.287;-169.861
-1.845;-0.211;1.481;-255.371;136.230;-191.833
-2.000;-0.449;1.155;-240.723;138.733;-203.430
-2.161;-0.652;0.748;-230.225;140.625;-205.627
-2.273;-0.901;0.351;-222.107;137.390;-210.083
-2.305;-1.102;-0.016;-205.627;110.840;-222.046
-2.354;-1.205;-0.272;-181.519;68.848;-232.300
-2.419;-1.258;-0.575;-159.302;31.799;-229.858
-2.466;-1.438;-0.986;-141.785;-12.817;-217.773
-2.440;-1.697;-1.383;-138.672;-72.632;-192.200
-2.332;-1.998;-1.512;-140.503;-145.264;-152.344
-2.180;-2.096;-1.305;-162.598;-213.806;-106.445
-2.032;-2.006;-1.076;-203.064;-260.681;-68.298
-1.937;-2.019;-1.198;-223.572;-288.940;-48.035
-1.853;-2.330;-1.448;-202.881;-320.801;-45.898
-1.656;-2.802;-1.594;-144.043;-359.741;-54.749
-1.349;-3.268;-1.584;-74.402;-394.348;-64.209
-0.957;-3.506;-1.303;7.751;-412.415;-61.096
-0.604;-3.843;-1.008;118.958;-408.813;-65.674
-0.081;-4.000;-0.511;203.613;-395.630;-87.219
0.543;-4.000;-0.007;240.601;-381.897;-101.563
1.164;-4.000;0.503;260.376;-359.070;-96.985
1.805;-4.000;0.856;285.889;-340.332;-74.280
2.315;-4.000;1.210;314.087;-333.801;-32.715
2.865;-4.000;2.870;289.978;-354.248;50.171
3.254;-3.982;4.000;224.792;-365.417;137.146
3.530;-2.478;4.000;175.171;-315.735;201.599
3.609;-1.023;4.000;135.132;-238.525;248.596
3.522;0.020;4.000;120.911;-155.579;280.701
3.191;0.742;4.000;129.761;-66.772;306.946
2.642;1.461;4.000;128.113;17.334;342.651
1.974;2.310;4.000;89.661;89.478;382.996
1.363;3.059;4.000;22.766;144.836;409.790
0.776;3.645;4.000;-49.744;190.613;412.720
0.286;3.977;3.995;-100.220;239.990;388.855
-0.100;3.983;3.315;-121.277;288.757;337.524
-0.343;3.859;2.582;-129.761;324.158;280.762
-0.538;3.797;1.936;-145.813;330.261;239.441
-0.689;3.690;1.483;-169.617;312.378;199.097
-0.736;3.440;1.165;-188.477;286.743;147.827
-0.723;3.150;1.020;-200.256;259.705;98.267
-0.728;2.877;1.034;-197.937;230.103;49.255
-0.748;2.537;1.183;-189.880;197.876;-3.296
-0.779;2.212;1.370;-193.848;180.908;-46.265
-0.810;2.010;1.393;-206.970;187.866;-58.899
-0.865;1.801;1.416;-222.595;180.359;-64.514
-0.918;1.496;1.377;-227.173;156.799;-88.440
-0.895;1.324;1.491;-218.323;131.958;-105.469
-0.894;1.008;1.578;-206.421;122.864;-133.301
-0.800;0.610;1.672;-193.787;106.140;-157.227
-0.713;0.241;1.870;-168.274;73.669;-173.157
-0.647;-0.056;1.951;-128.845;72.266;-177.612
-0.633;-0.269;1.931;-98.511;91.736;-175.842
-0.695;-0.432;1.746;-70.129;108.398;-174.988
-0.765;-0.591;1.420;-46.082;122.925;-169.556
-0.843;-0.736;1.025;-36.865;133.301;-160.461
-0.938;-0.750;0.641;-44.250;127.380;-147.522
-1.097;-0.807;0.416;-65.735;101.746;-141.235
-1.250;-0.786;0.279;-90.332;78.064;-131.165
-1.484;-0.688;0.045;-117.065;54.382;-115.112
-1.707;-0.736;-0.396;-154.053;30.273;-98.083
-1.894;-0.847;-0.841;-211.304;0.183;-76.721
-1.987;-1.061;-1.235;-268.921;-37.842;-49.011
-2.058;-1.441;-1.898;-293.884;-80.078;-16.418
-2.114;-1.913;-2.793;-295.532;-140.625;24.841
-2.327;-2.052;-3.150;-294.800;-229.675;69.641
-2.462;-2.068;-3.506;-265.503;-300.415;92.834
-2.566;-2.230;-3.600;-209.106;-357.117;79.895
-2.553;-2.630;-3.410;-114.807;-418.518;50.171
-2.335;-3.307;-2.769;12.939;-474.670;3.052
-1.925;-3.999;-1.907;164.062;-507.935;-59.021
-1.487;-4.000;-1.399;323.425;-490.112;-107.910
-1.057;-4.000;-1.264;447.754;-426.025;-127.502
-0.653;-4.000;-0.127;478.943;-444.641;-67.627
0.187;-4.000;1.571;436.523;-461.853;12.878
1.136;-4.000;2.838;385.132;-450.989;87.524
1.838;-4.000;4.000;266.785;-448.181;197.693
2.923;-2.505;4.000;77.209;-429.565;310.181
3.993;-0.344;4.000;38.452;-351.013;335.693
4.000;0.377;4.000;175.964;-213.928;275.269
4.000;0.921;4.000;337.646;-59.631;234.192
3.499;1.021;4.000;420.105;72.083;235.535
2.748;0.870;4.000;379.333;133.057;257.812
1.945;1.112;4.000;254.028;157.166;323.669
1.144;1.688;4.000;142.212;183.533;404.236
0.485;2.331;3.967;59.998;208.374;462.219
-0.075;2.956;3.159;9.521;226.318;482.117
-0.340;3.348;2.459;-5.798;223.511;463.928
-0.623;3.744;2.300;-13.367;197.205;408.142
-0.701;3.993;2.510;-41.138;175.171;330.933
-0.626;3.926;2.594;-94.421;173.889;239.380
-0.668;3.482;2.569;-141.968;177.856;146.545
-0.733;2.962;2.610;-175.293;182.739;70.313
-0.702;2.487;2.824;-196.350;192.810;14.709
-0.652;1.916;3.049;-206.360;202.820;-32.715
-0.675;1.350;3.183;-211.121;207.397;-67.871
-0.772;0.945;3.185;-219.849;210.632;-79.407
-0.918;0.604;3.071;-231.628;214.233;-77.271
-1.045;0.307;2.893;-238.403;220.642;-75.684
-1.157;-0.008;2.700;-243.103;226.135;-82.886
-1.247;-0.270;2.448;-250.549;234.924;-98.267
-1.351;-0.396;2.186;-241.211;250.244;-123.657
-1.539;-0.521;1.785;-197.693;278.015;-173.340
-1.680;-0.749;1.190;-130.615;293.274;-229.980
-1.800;-0.964;0.572;-75.867;285.767;-263.306
-1.855;-1.213;-0.007;-44.495;264.709;-277.771
-1.859;-1.407;-0.432;-45.471;229.797;-270.203
-1.862;-1.650;-0.794;-79.895;179.932;-234.924
-1.856;-1.959;-1.280;-148.132;118.225;-168.518
-1.843;-2.015;-1.700;-272.827;51.208;-79.468
-2.199;-1.766;-2.611;-518.921;-89.233;102.112
-2.440;-1.856;-3.479;-566.223;-150.085;170.837
-2.658;-1.903;-4.000;-583.435;-228.210;219.177
-2.689;-2.087;-4.000;-516.113;-324.951;234.009
-2.758;-2.278;-4.000;-374.023;-414.062;209.656
-2.679;-2.376;-3.636;-190.430;-483.093;156.372
-2.536;-2.776;-2.605;7.996;-539.429;88.257
-2.301;-3.461;-1.477;199.768;-557.922;17.456
-1.932;-4.000;-0.574;372.009;-533.875;-52.063
-1.341;-4.000;0.121;489.258;-502.014;-99.854
-0.613;-4.000;0.838;526.428;-486.633;-116.394
0.159;-4.000;1.496;493.164;-486.877;-85.083
0.775;-4.000;2.081;411.865;-493.652;2.869
1.457;-4.000;3.814;294.006;-508.240;128.052
2.289;-4.000;4.000;205.078;-506.042;243.103
2.832;-3.381;4.000;167.542;-449.646;333.618
3.073;-1.721;4.000;137.756;-338.013;410.889
2.905;0.338;4.000;127.380;-212.891;470.642
2.598;2.442;4.000;145.447;-90.881;508.240
1.976;3.837;4.000;147.339;36.011;509.766
1.271;4.000;4.000;115.417;149.963;465.698
0.578;4.000;4.000;58.411;240.479;410.767
-0.018;4.000;4.000;-6.042;308.228;329.773
-0.363;4.000;4.000;-55.969;350.403;246.033
-0.519;4.000;4.000;-78.308;362.488;166.382
-0.630;3.053;4.000;-97.778;360.107;93.018
-0.751;1.906;3.755;-116.333;366.882;40.833
-0.862;0.870;3.320;-126.831;378.174;15.503
-0.921;0.085;2.861;-143.860;375.549;15.747
-0.913;-0.478;2.470;-166.870;361.145;27.832
-0.891;-0.865;2.100;-186.523;345.520;40.222
-0.872;-1.050;1.788;-205.444;329.895;44.861
-0.876;-1.095;1.451;-209.534;316.284;43.213
-0.959;-0.973;1.136;-208.435;305.359;36.804
-1.101;-0.725;0.839;-202.271;295.959;20.630
-1.301;-0.457;0.478;-182.434;287.903;-7.812
-1.638;-0.172;0.037;-150.818;276.123;-46.204
-1.906;-0.060;-0.422;-115.234;250.854;-91.675
-2.162;-0.152;-0.918;-90.149;212.402;-132.996
-2.225;-0.259;-1.363;-71.045;164.978;-159.485
-2.284;-0.450;-1.716;-95.398;88.745;-158.630
-2.160;-0.686;-1.877;-166.992;0.916;-127.075
-2.024;-0.742;-1.733;-250.244;-81.543;-61.096
-2.065;-0.571;-1.379;-313.538;-136.841;23.621
-2.233;-0.165;-1.268;-342.834;-162.842;89.722
-2.499;0.215;-1.467;-345.642;-179.993;105.164
-2.699;0.315;-1.799;-333.435;-225.403;80.505
-2.816;-0.030;-2.065;-303.223;-295.288;32.898
-2.888;-0.618;-2.311;-263.672;-367.493;-12.451
-2.793;-1.250;-2.369;-217.712;-429.321;-39.551
-2.601;-1.777;-2.258;-163.208;-472.778;-54.749
-2.424;-2.300;-2.025;-88.135;-500.549;-75.745
-2.099;-2.859;-1.447;6.653;-521.423;-100.891
-1.586;-3.552;-0.769;120.667;-525.146;-124.817
-0.901;-4.000;-0.091;222.656;-513.245;-147.156
-0.081;-4.000;0.224;292.480;-505.615;-163.513
0.578;-4.000;0.625;294.067;-512.634;-129.700
1.229;-4.000;2.079;212.524;-531.189;-16.602
2.083;-4.000;3.980;147.156;-529.541;113.770
2.618;-4.000;4.000;149.841;-477.783;216.736
2.859;-3.699;4.000;181.702;-391.663;292.847
2.824;-2.218;4.000;214.050;-301.086;358.398
2.565;-0.729;4.000;227.600;-212.524;406.982
2.113;0.818;4.000;228.027;-124.023;449.585
1.596;2.125;4.000;219.360;-37.598;462.952
1.080;3.033;4.000;194.946;44.250;441.162
0.707;3.517;4.000;165.100;113.159;390.381
0.369;3.651;4.000;127.502;170.044;348.755
0.125;3.592;4.000;73.853;213.806;322.754
-0.086;3.425;4.000;19.043;251.770;290.894
-0.169;3.175;3.984;-33.203;278.198;257.507
-0.218;2.826;3.771;-85.022;289.795;223.022
-0.277;2.370;3.632;-133.545;298.889;184.937
-0.397;1.817;3.484;-171.143;313.110;147.461
-0.577;1.230;3.275;-192.322;327.698;112.366
-0.699;0.670;3.029;-210.693;337.708;81.299
-0.804;0.305;2.804;-233.459;334.717;63.049
-0.950;0.054;2.655;-257.202;320.496;49.255
-1.060;-0.135;2.529;-275.940;306.335;37.354
-1.206;-0.215;2.391;-281.189;297.913;24.536
-1.421;-0.143;2.216;-276.245;296.265;7.996
-1.689;0.013;1.968;-259.033;298.584;-15.381
-1.941;0.024;1.567;-237.793;297.852;-50.476
-2.117;0.011;1.093;-226.685;290.833;-88.684
-2.233;-0.012;0.575;-216.248;277.466;-122.986
-2.256;-0.097;0.088;-199.341;251.953;-151.245
-2.200;-0.128;-0.301;-187.683;217.224;-171.204
-2.110;-0.145;-0.616;-183.228;172.913;-182.678
-1.957;-0.195;-0.805;-190.918;118.896;-182.800
-1.797;-0.180;-0.885;-217.102;59.021;-167.786
-1.670;-0.096;-0.760;-252.625;-0.610;-140.442
-1.578;0.012;-0.520;-276.917;-53.589;-113.342
-1.542;0.175;-0.280;-302.246;-92.346;-90.637
-1.624;0.324;-0.112;-325.012;-119.812;-72.449
-1.721;0.316;0.052;-342.957;-143.066;-58.777
-1.885;0.223;0.016;-344.604;-155.823;-54.688
-2.127;-0.181;-0.488;-325.256;-163.391;-64.148
-2.313;-0.693;-1.187;-297.180;-187.378;-68.420
-2.494;-1.114;-2.087;-247.559;-233.704;-67.383
-2.581;-1.633;-2.466;-189.209;-304.504;-87.830
-2.480;-2.247;-2.342;-139.954;-374.207;-114.014
-2.195;-3.062;-1.825;-80.505;-424.072;-123.230
-1.794;-3.832;-1.131;-7.568;-455.017;-119.751
-1.403;-4.000;-0.619;80.383;-467.773;-117.310
-0.723;-4.000;-0.467;147.827;-472.046;-123.657
0.084;-4.000;-0.192;171.875;-488.098;-102.905
0.796;-4.000;0.506;178.040;-509.155;-36.438
1.403;-4.000;1.380;197.815;-510.864;36.987
1.819;-4.000;2.328;239.929;-492.004;98.877
2.096;-4.000;3.301;282.593;-460.022;154.297
2.287;-4.000;4.000;289.673;-420.654;214.905
2.376;-3.840;4.000;252.747;-378.296;288.879
2.241;-2.790;4.000;198.853;-334.778;379.211
1.884;-1.478;4.000;150.879;-282.288;469.971
1.428;-0.164;4.000;115.112;-208.801;539.490
0.940;1.016;4.000;93.018;-122.925;577.881
0.488;1.862;4.000;72.021;-41.260;585.876
0.106;2.628;4.000;35.828;31.616;571.411
-0.281;3.205;4.000;3.479;103.455;537.415
-0.915;3.842;4.000;-60.486;225.037;452.515
-1.078;3.862;3.981;-97.107;257.019;395.935
-1.099;3.720;3.616;-142.578;259.705;340.088
-1.086;3.405;3.528;-201.233;246.155;284.729
-1.104;2.991;3.535;-268.738;239.746;234.619
-1.108;2.449;3.553;-325.439;242.615;186.157
-1.144;1.880;3.596;-367.126;246.277;138.794
-1.222;1.252;3.661;-382.568;248.962;84.106
-1.368;0.612;3.611;-381.653;254.639;23.926
-1.565;0.016;3.359;-370.850;265.930;-31.677
-1.784;-0.441;2.979;-343.567;281.067;-78.674
-2.036;-0.637;2.511;-309.204;303.467;-115.112
-2.307;-0.604;1.953;-272.522;320.923;-153.503
-2.550;-0.609;1.327;-221.375;322.205;-214.539
-2.715;-0.704;0.620;-163.818;313.599;-279.236
-2.824;-0.736;-0.091;-113.892;286.377;-324.646
-2.776;-0.824;-0.708;-93.140;236.816;-346.191
-2.604;-0.963;-1.007;-108.704;168.640;-341.431
-2.413;-1.153;-1.276;-142.822;91.858;-309.631
-2.321;-1.337;-1.450;-202.698;11.963;-255.859
-2.218;-1.427;-1.377;-275.085;-67.627;-184.143
-2.110;-1.387;-1.320;-342.834;-131.165;-105.713
-2.234;-1.236;-1.458;-399.414;-170.288;-31.555
-2.407;-1.171;-2.123;-436.584;-206.665;29.724
-2.574;-1.145;-2.821;-464.050;-265.076;76.477
-2.725;-1.319;-3.272;-464.355;-348.938;104.675
-2.849;-1.440;-3.185;-438.538;-444.275;118.835
-2.747;-1.845;-2.520;-390.015;-533.142;117.493
-2.487;-2.375;-1.309;-304.138;-602.722;98.145
-2.048;-3.051;0.015;-173.767;-620.850;59.753
-1.447;-3.794;0.781;-13.062;-572.205;11.963
-0.973;-4.000;0.977;127.014;-513.000;-15.015
-0.498;-4.000;1.151;201.904;-481.995;-7.996
-0.014;-4.000;1.149;243.835;-476.624;24.353
0.348;-4.000;2.279;264.038;-494.812;102.905
0.798;-4.000;3.970;240.479;-515.320;210.876
1.275;-3.663;4.000;211.853;-492.126;296.204
1.632;-2.284;4.000;201.599;-423.767;349.854
1.942;-1.153;4.000;216.309;-330.139;372.742
2.110;-0.277;4.000;230.042;-235.657;390.137
1.982;0.690;4.000;241.760;-145.874;413.635
1.640;1.531;4.000;241.089;-57.007;432.373
1.180;2.093;4.000;212.646;25.635;442.749
0.672;2.511;4.000;168.213;98.511;448.730
0.209;3.019;4.000;123.108;155.701;452.271
-0.221;3.503;4.000;75.134;204.651;444.397
-0.570;3.729;4.000;30.090;251.343;417.175
-0.786;3.762;4.000;-15.686;286.560;377.625
-0.975;3.673;3.751;-55.115;309.875;328.308
-1.119;3.525;3.199;-86.914;324.463;272.888
-1.210;3.186;2.698;-116.089;328.857;214.905
-1.283;2.765;2.308;-154.724;323.853;160.217
-1.322;2.315;2.046;-193.054;309.753;111.755
-1.287;1.809;1.897;-221.802;288.086;67.688
-1.225;1.402;1.858;-236.450;263.855;31.555
-1.183;0.984;1.851;-243.591;239.441;5.432
-1.156;0.799;1.876;-260.620;218.140;-7.202
-1.210;0.828;1.830;-281.494;206.909;-9.766
-1.346;0.863;1.783;-297.241;200.134;-14.526
-1.525;0.841;1.848;-305.786;186.096;-28.870
-1.818;0.768;1.898;-298.401;169.128;-57.739
-2.095;0.685;1.753;-279.358;170.288;-91.248
-2.391;0.724;1.420;-259.460;189.209;-124.695
-2.691;0.664;0.908;-236.694;188.965;-177.856
-2.716;0.377;0.520;-221.375;159.851;-247.620
-2.646;0.040;0.298;-197.815;105.774;-305.969
-2.555;-0.188;0.208;-173.157;55.115;-330.566
-2.448;-0.476;0.083;-162.292;17.212;-335.632
-2.319;-0.873;-0.107;-152.954;-17.822;-324.280
-2.212;-1.224;-0.285;-157.776;-56.580;-288.635
-2.131;-1.646;-0.554;-188.232;-93.384;-236.694
-2.097;-1.977;-0.849;-235.474;-135.132;-168.518
-2.132;-2.131;-1.209;-289.307;-185.303;-87.830
-2.208;-2.063;-1.498;-345.398;-233.704;-7.935
-2.299;-2.072;-1.768;-358.032;-281.921;46.936
-2.078;-2.349;-1.735;-301.941;-336.060;52.307
-1.818;-2.796;-1.544;-213.928;-385.071;20.569
-1.472;-3.312;-0.978;-114.075;-421.509;-22.400
-1.057;-3.976;-0.434;5.920;-431.213;-61.523
-0.613;-4.000;-0.237;121.399;-425.110;-81.543
-0.063;-4.000;0.166;178.101;-431.030;-68.604
0.574;-4.000;0.857;195.862;-443.542;-21.667
1.113;-4.000;1.546;203.003;-443.115;52.917
1.489;-4.000;2.289;218.079;-430.359;133.179
1.787;-4.000;3.156;242.371;-410.156;203.491
1.947;-3.781;3.999;246.948;-379.639;270.996
1.969;-2.661;4.000;236.389;-337.891;343.018
1.934;-1.593;4.000;215.393;-285.583;408.752
1.774;-0.573;4.000;195.374;-228.271;466.553
1.518;0.372;4.000;180.725;-161.438;507.446
1.144;1.340;4.000;173.950;-84.473;531.555
0.677;2.255;4.000;176.819;-2.991;542.480
0.272;3.006;4.000;176.514;67.200;523.193
-0.163;3.607;4.000;146.545;121.216;503.723
-0.405;3.894;4.000;113.159;171.753;458.130
-0.670;3.935;4.000;93.323;212.830;396.973
-0.858;3.910;3.873;58.228;243.958;341.553
-0.975;3.787;3.318;5.432;259.033;289.551
-0.931;3.484;3.003;-41.870;265.564;236.511
-0.958;3.035;2.803;-89.478;264.160;196.960
-0.958;2.544;2.529;-133.057;269.409;163.696
-0.970;2.048;2.245;-173.462;271.362;132.507
-0.901;1.575;2.054;-214.661;261.292;107.666
-0.788;1.220;2.049;-258.362;241.638;91.248
-0.712;0.969;2.123;-301.636;221.985;84.839
-0.714;0.903;2.195;-343.750;208.130;85.205
-0.797;1.002;2.296;-375.244;198.242;83.923
-1.044;1.190;2.548;-384.399;191.772;70.496
-1.510;1.259;2.771;-361.389;186.951;29.846
-1.889;1.049;2.889;-323.853;187.866;-45.471
-2.340;0.760;2.718;-281.372;198.425;-132.446
-2.673;0.404;2.290;-236.389;213.440;-215.027
