aX;aY;aZ;gX;gY;gZ
-0.545;-0.572;-0.613;-72.876;184.448;40.039
-0.557;-0.549;-0.693;-85.510;170.044;33.569
-0.534;-0.517;-0.782;-111.450;170.471;23.926
-0.568;-0.407;-0.832;-150.391;162.964;29.358
-0.633;-0.285;-0.855;-191.833;142.517;43.518
-0.729;-0.226;-0.989;-224.792;120.056;51.331
-0.693;-0.198;-1.108;-269.592;100.281;62.561
-0.561;-0.109;-1.167;-306.702;90.332;80.200
-0.562;0.106;-1.126;-309.998;88.013;90.820
-0.550;0.376;-0.993;-286.438;91.675;78.247
-0.470;0.550;-0.877;-246.582;114.258;39.001
-0.362;0.530;-0.929;-199.097;157.471;-11.353
-0.287;0.334;-1.255;-152.771;207.825;-60.913
-0.165;-0.025;-1.831;-124.207;251.526;-98.572
0.011;-0.432;-2.516;-122.314;271.118;-117.554
0.269;-0.878;-3.150;-139.954;250.427;-121.399
0.581;-1.130;-3.610;-160.767;182.861;-113.525
0.611;-1.342;-4.000;-157.166;63.293;-95.276
0.693;-1.304;-4.000;-150.513;42.603;-87.463
1.055;-1.233;-4.000;-144.165;109.558;-58.838
1.069;-1.203;-4.000;-68.115;61.829;-34.485
1.052;-1.116;-4.000;1.282;15.442;-21.301
0.916;-1.007;-4.000;62.927;-31.555;0.427
0.741;-0.913;-4.000;90.271;-83.496;20.142
0.536;-0.824;-3.754;100.464;-134.521;39.917
0.307;-0.752;-3.160;101.990;-178.833;58.228
0.104;-0.681;-2.603;93.750;-212.769;71.777
-0.078;-0.629;-2.149;88.440;-232.239;81.299
-0.207;-0.609;-1.908;92.102;-237.122;82.886
-0.276;-0.607;-1.763;98.694;-235.229;76.782
-0.354;-0.613;-1.651;115.601;-239.258;62.683
-0.448;-0.617;-1.534;147.400;-244.995;48.035
-0.541;-0.626;-1.441;182.129;-249.084;35.034
-0.606;-0.646;-1.334;195.435;-251.099;22.766
-0.649;-0.683;-1.215;189.209;-256.714;14.526
-0.742;-0.715;-1.082;176.880;-263.794;13.123
-0.770;-0.746;-0.999;164.368;-266.052;16.907
-0.784;-0.776;-0.896;146.606;-269.836;23.132
-0.801;-0.814;-0.786;124.634;-276.611;32.104
-0.795;-0.846;-0.673;97.046;-282.959;41.016
-0.748;-0.869;-0.559;68.420;-286.987;49.011
-0.696;-0.906;-0.402;54.138;-286.987;54.688
-0.622;-0.971;-0.230;54.749;-281.433;56.458
-0.544;-0.996;-0.044;64.575;-269.714;54.260
-0.463;-0.997;0.122;86.731;-250.854;47.546
-0.407;-0.944;0.244;115.540;-224.976;34.912
-0.300;-0.878;0.334;144.104;-196.777;16.357
-0.242;-0.807;0.430;166.443;-172.791;-7.996
-0.195;-0.737;0.467;177.246;-153.503;-27.588
-0.159;-0.672;0.542;173.950;-138.733;-42.175
-0.087;-0.639;0.715;164.246;-130.493;-58.838
0.135;-0.674;0.959;154.297;-125.183;-74.341
0.336;-0.709;1.227;149.109;-120.911;-83.313
0.520;-0.802;1.531;150.146;-115.906;-85.266
0.705;-0.932;1.863;139.404;-105.347;-78.064
0.902;-1.020;2.231;114.441;-93.567;-62.927
1.079;-1.044;2.652;84.595;-78.003;-45.776
1.175;-1.039;2.973;60.608;-43.884;-34.912
1.265;-1.054;3.109;45.715;3.784;-35.156
1.211;-1.099;3.013;36.194;36.621;-33.142
1.243;-1.132;2.819;21.545;76.172;-25.452
1.235;-1.234;2.639;9.033;83.557;1.465
1.115;-1.292;2.511;-8.911;62.073;17.883
1.105;-1.399;2.435;-18.372;71.899;23.804
1.081;-1.461;2.369;-22.705;77.515;29.358
1.045;-1.448;2.293;-32.410;81.177;37.720
0.997;-1.332;2.196;-41.443;85.876;46.204
0.921;-1.144;2.120;-41.870;92.529;49.744
0.844;-0.959;2.050;-41.016;97.961;44.861
0.761;-0.830;1.963;-48.340;105.286;33.813
0.715;-0.823;1.863;-56.824;115.662;21.118
0.701;-0.880;1.740;-56.763;131.348;6.042
0.644;-0.930;1.578;-44.983;149.902;-8.545
0.587;-0.981;1.410;-34.302;166.870;-18.860
0.558;-1.036;1.239;-35.278;182.922;-24.231
0.523;-1.096;1.067;-44.800;193.909;-20.813
0.482;-1.137;0.927;-60.303;199.402;-6.958
0.401;-1.154;0.788;-76.782;202.271;13.000
0.302;-1.150;0.664;-90.820;204.895;33.569
0.195;-1.144;0.567;-101.196;208.496;48.035
0.065;-1.133;0.455;-104.736;213.501;53.284
-0.073;-1.106;0.327;-106.079;217.407;52.124
-0.187;-1.078;0.128;-102.600;218.384;46.326
-0.316;-1.035;-0.061;-96.008;214.417;39.673
-0.468;-0.977;-0.257;-87.341;210.266;35.034
-0.645;-0.916;-0.454;-75.928;206.360;34.180
-0.753;-0.849;-0.645;-70.190;205.261;32.410
-0.899;-0.757;-1.254;-88.745;190.735;35.522
-1.002;-0.708;-1.197;-97.168;182.007;40.588
-0.795;-0.750;-1.357;-99.609;185.669;46.326
-0.862;-0.893;-1.378;-95.520;190.979;52.795
-0.944;-0.881;-1.391;-89.478;184.937;56.396
-0.895;-0.940;-1.395;-71.350;203.186;54.443
-0.937;-0.840;-1.235;-31.616;231.262;51.392
-1.091;-0.628;-1.257;48.828;274.353;55.908
-1.287;-0.521;-1.585;100.830;310.303;44.861
-1.151;-0.380;-2.141;40.405;327.148;16.785
-0.950;0.007;-2.599;-52.429;287.354;8.606
-0.882;0.291;-2.885;-75.317;197.937;34.485
-0.859;0.627;-2.957;-59.021;133.179;53.650
-0.532;0.889;-2.661;-84.656;102.295;41.687
-0.305;0.936;-2.352;-111.755;55.176;31.494
-0.177;0.874;-2.143;-114.075;30.701;29.236
0.031;0.808;-2.094;-96.619;67.017;25.879
0.176;0.725;-2.234;-67.017;129.761;9.033
0.411;0.570;-2.522;-34.424;179.932;-14.282
0.664;0.409;-2.780;-21.790;190.063;-45.471
0.758;0.298;-3.011;-21.484;132.751;-82.458
0.675;0.255;-3.141;-21.484;56.885;-72.327
0.724;0.159;-3.390;9.644;56.641;-11.292
0.719;0.109;-3.579;46.692;44.434;2.319
0.642;0.095;-3.561;58.350;-13.245;-10.132
0.613;-0.001;-3.465;69.275;-55.725;-18.066
0.542;-0.099;-3.318;80.444;-94.604;-23.804
0.474;-0.224;-3.100;82.275;-129.150;-26.001
0.386;-0.364;-2.860;83.984;-156.555;-27.344
0.306;-0.510;-2.626;85.938;-176.270;-27.893
0.213;-0.631;-2.436;88.013;-191.528;-24.597
0.097;-0.670;-2.300;94.849;-207.581;-21.790
-0.021;-0.689;-2.207;104.187;-224.670;-21.729
-0.139;-0.708;-2.109;106.445;-241.699;-18.066
-0.281;-0.739;-1.932;97.534;-257.080;-13.855
-0.318;-0.769;-1.734;87.769;-269.043;-7.812
-0.393;-0.799;-1.562;85.205;-271.729;-0.916
-0.424;-0.838;-1.425;85.999;-266.541;4.089
-0.455;-0.875;-1.336;89.966;-260.559;8.728
-0.505;-0.865;-1.226;87.708;-256.714;13.916
-0.532;-0.847;-1.122;79.102;-258.057;20.386
-0.559;-0.832;-1.020;64.331;-264.893;25.940
-0.572;-0.829;-0.929;46.448;-274.597;32.043
-0.568;-0.818;-0.818;28.137;-285.034;39.856
-0.571;-0.797;-0.669;10.376;-294.006;47.363
-0.541;-0.801;-0.522;-2.014;-300.415;52.734
-0.532;-0.756;-0.361;-10.925;-302.673;59.387
-0.417;-0.795;-0.246;-17.517;-302.979;67.505
-0.362;-0.766;-0.009;-13.123;-287.231;71.411
-0.299;-0.700;0.218;8.667;-264.038;78.918
-0.242;-0.703;0.317;48.035;-239.136;81.360
-0.223;-0.572;0.422;81.055;-207.153;75.134
-0.232;-0.421;0.502;106.201;-180.054;63.232
-0.187;-0.316;0.518;125.305;-152.588;43.274
-0.147;-0.224;0.555;138.306;-127.075;16.296
-0.087;-0.182;0.674;150.330;-108.276;-18.005
0.095;-0.233;0.851;156.738;-92.834;-50.781
0.307;-0.351;1.032;153.809;-76.782;-69.824
0.523;-0.417;1.292;150.208;-62.317;-76.660
0.723;-0.499;1.644;147.156;-53.650;-78.247
0.937;-0.601;2.040;130.615;-47.546;-75.378
1.139;-0.733;2.451;107.971;-34.119;-75.806
1.334;-0.845;2.787;90.454;1.343;-78.918
1.620;-0.999;2.854;79.163;41.260;-75.439
1.595;-1.042;2.883;61.035;10.315;-43.213
1.548;-0.982;2.792;22.766;-12.695;-10.498
1.504;-0.899;2.635;-1.526;15.381;9.644
1.440;-0.808;2.534;-4.944;30.273;23.926
1.338;-0.702;2.451;-11.475;45.227;32.593
1.255;-0.615;2.352;-24.170;60.730;35.522
1.174;-0.562;2.239;-38.879;75.623;33.203
1.103;-0.536;2.098;-50.781;90.149;28.015
1.023;-0.523;1.917;-55.664;106.750;20.081
0.950;-0.516;1.718;-53.955;123.474;9.583
0.868;-0.527;1.535;-49.744;137.756;0.122
0.806;-0.563;1.367;-46.082;148.376;-7.507
0.755;-0.623;1.209;-44.861;155.823;-13.123
0.703;-0.682;1.056;-47.058;161.682;-15.686
0.635;-0.725;0.909;-53.284;166.504;-15.991
0.551;-0.779;0.754;-62.256;171.326;-14.709
0.477;-0.805;0.633;-72.144;175.598;-11.597
0.397;-0.822;0.497;-71.167;179.260;-6.653
0.348;-0.866;0.293;-58.655;182.129;-0.427
0.244;-0.845;0.162;-46.509;176.147;5.127
0.140;-0.796;0.051;-26.123;163.452;5.859
-0.002;-0.786;-0.077;-4.150;152.771;8.179
-0.138;-0.791;-0.136;2.380;144.165;3.784
-0.230;-0.823;-0.142;-2.625;141.724;-5.676
-0.291;-0.835;-0.237;-1.282;146.362;-19.287
-0.389;-0.866;-0.431;4.700;154.358;-26.367
-0.424;-0.882;-0.706;-11.169;158.386;-18.250
-0.483;-0.840;-0.867;-35.645;153.320;-3.418
-0.553;-0.795;-1.030;-40.649;141.296;12.634
-0.593;-0.701;-1.232;-53.345;124.573;29.846
-0.674;-0.608;-1.379;-96.436;103.577;44.250
-0.772;-0.455;-1.323;-160.339;83.435;53.040
-0.419;-0.380;-1.399;-208.374;83.557;54.138
-0.543;-0.297;-1.347;-220.703;69.397;37.781
-0.570;-0.118;-1.206;-198.730;60.852;11.353
-0.534;-0.055;-1.142;-148.926;85.815;-15.808
-0.438;-0.006;-1.143;-114.441;112.915;-33.142
-0.404;0.094;-1.325;-97.900;122.192;-44.739
-0.315;0.135;-1.557;-137.451;113.281;-53.345
-0.175;0.297;-1.644;-211.304;95.398;-58.594
-0.066;0.406;-1.613;-252.991;75.317;-57.434
0.082;0.389;-1.739;-246.155;79.224;-56.213
0.326;0.344;-1.968;-221.497;98.206;-67.505
0.442;0.120;-2.203;-189.758;106.506;-79.895
0.626;-0.253;-2.548;-136.658;99.854;-78.003
0.794;-0.578;-2.966;-92.529;83.984;-70.679
0.935;-0.984;-3.427;-67.444;71.655;-64.758
1.233;-1.190;-3.744;-55.542;81.299;-66.284
1.296;-1.310;-3.989;-24.048;42.969;-52.917
1.391;-1.318;-4.000;2.808;10.986;-42.236
1.349;-1.272;-4.000;31.067;-19.531;-43.823
1.327;-1.062;-4.000;70.435;-36.316;-36.743
1.178;-0.794;-3.954;121.033;-63.477;-22.522
0.955;-0.613;-3.523;177.124;-93.445;-0.061
0.840;-0.578;-3.089;217.957;-98.572;21.118
0.575;-0.601;-2.408;203.857;-146.729;16.846
0.464;-0.682;-2.228;188.171;-160.522;16.296
0.365;-0.783;-2.071;167.114;-174.866;15.686
0.264;-0.866;-1.899;151.123;-187.866;18.372
0.169;-0.926;-1.757;142.090;-200.989;19.836
0.079;-0.995;-1.633;126.831;-216.980;22.034
0.017;-1.064;-1.489;101.685;-229.797;28.015
-0.032;-1.119;-1.317;79.224;-241.943;36.072
-0.089;-1.157;-1.134;70.679;-250.793;45.532
-0.130;-1.150;-0.991;68.726;-253.113;53.772
-0.159;-1.134;-0.879;63.477;-251.282;60.547
-0.180;-1.106;-0.753;52.612;-247.559;68.970
-0.188;-1.078;-0.604;42.297;-239.868;79.041
-0.190;-1.033;-0.449;29.785;-230.042;88.501
-0.200;-0.969;-0.310;22.034;-216.492;96.497
-0.206;-0.883;-0.140;23.132;-197.205;97.473
-0.189;-0.819;0.027;35.583;-171.692;91.492
-0.179;-0.746;0.167;49.011;-140.503;80.933
-0.190;-0.682;0.247;57.190;-109.558;65.857
-0.159;-0.703;0.240;65.857;-82.520;46.143
-0.104;-0.760;0.207;64.087;-62.683;29.907
-0.100;-0.730;0.207;46.265;-49.683;20.996
-0.083;-0.627;0.190;34.546;-38.757;14.221
-0.000;-0.627;0.078;52.368;-34.546;4.150
0.121;-0.657;0.213;73.425;-41.565;-9.949
0.307;-0.726;0.618;75.867;-51.575;-24.231
0.540;-0.854;1.129;62.988;-57.434;-33.020
0.835;-0.967;1.670;48.828;-49.927;-34.851
1.116;-0.984;2.040;56.458;-26.978;-32.715
1.334;-0.932;2.254;78.186;5.005;-28.992
1.456;-0.797;2.392;89.905;35.828;-22.217
1.553;-0.721;2.519;92.773;57.495;-17.334
1.680;-0.764;2.615;86.609;77.942;-16.968
1.748;-0.796;2.680;73.364;102.112;-15.991
1.773;-0.791;2.642;63.171;130.920;-11.414
1.747;-0.710;2.531;57.007;160.400;8.789
1.685;-0.681;2.367;52.429;177.734;43.152
1.600;-0.648;2.238;29.175;179.199;54.932
1.563;-0.645;2.087;5.005;184.326;50.171
1.385;-0.616;1.847;-12.268;165.771;42.175
1.238;-0.596;1.611;-29.114;150.330;38.208
1.140;-0.619;1.366;-35.156;143.982;32.654
1.020;-0.636;1.208;-36.499;133.972;24.719
0.917;-0.641;1.048;-39.063;127.075;17.700
0.829;-0.626;0.826;-40.527;123.474;14.893
0.710;-0.607;0.606;-42.603;114.380;15.015
0.606;-0.581;0.465;-51.880;100.952;17.334
0.541;-0.567;0.316;-61.279;91.858;18.250
0.469;-0.545;0.139;-58.777;84.839;17.334
0.390;-0.508;0.006;-43.823;78.674;13.000
0.319;-0.502;-0.003;-31.311;72.693;3.479
0.254;-0.544;0.051;-37.415;70.862;-2.808
0.172;-0.523;0.067;-60.486;76.111;-5.676
0.099;-0.520;0.055;-63.904;86.548;-11.658
0.037;-0.560;0.019;-59.570;98.328;-18.982
-0.026;-0.598;-0.087;-69.092;110.413;-22.034
-0.053;-0.660;-0.263;-82.581;120.300;-21.179
-0.043;-0.711;-0.396;-101.563;123.901;-14.221
-0.082;-0.687;-0.448;-115.173;117.065;-4.578
-0.164;-0.632;-0.441;-108.521;110.535;2.502
-0.286;-0.663;-0.377;-92.041;107.727;2.075
-0.297;-0.723;-0.318;-93.323;120.422;-10.925
-0.333;-0.770;-0.353;-101.074;147.766;-24.414
-0.301;-0.808;-0.467;-88.562;182.617;-30.762
-0.372;-0.909;-0.659;-75.012;207.825;-33.081
-0.467;-0.917;-0.891;-82.092;212.585;-32.410
-0.440;-0.905;-1.085;-100.647;220.459;-27.222
-0.424;-0.823;-1.302;-102.722;216.064;-13.794
-0.429;-0.715;-1.512;-100.525;199.158;0.671
-0.395;-0.634;-1.593;-106.262;173.950;14.099
-0.315;-0.627;-1.620;-118.591;149.231;25.635
-0.186;-0.657;-1.648;-142.395;128.845;39.490
-0.124;-0.627;-1.638;-167.664;112.183;55.115
-0.128;-0.551;-1.675;-179.749;102.112;64.575
-0.126;-0.432;-1.752;-171.204;98.999;62.866
-0.163;-0.344;-1.942;-139.038;98.633;56.946
-0.187;-0.296;-2.269;-107.666;97.717;44.189
-0.151;-0.288;-2.714;-93.445;90.088;27.344
-0.198;-0.322;-3.148;-99.121;86.731;4.700
-0.151;-0.324;-3.315;-108.521;100.708;-4.456
-0.021;-0.334;-3.473;-92.590;96.619;1.892
-0.009;-0.341;-3.552;-58.777;82.947;21.423
-0.009;-0.248;-3.576;-30.640;61.401;26.550
0.000;-0.152;-3.636;-2.991;45.959;19.714
-0.003;-0.103;-3.650;28.259;26.184;9.766
-0.071;-0.074;-3.509;59.753;-3.113;1.160
-0.116;-0.075;-3.334;82.458;-38.818;-9.094
-0.167;-0.097;-3.060;85.999;-77.759;-17.212
-0.206;-0.143;-2.734;77.393;-116.882;-23.804
-0.233;-0.222;-2.388;69.092;-151.245;-28.931
-0.267;-0.307;-2.061;62.744;-177.795;-32.898
-0.302;-0.407;-1.845;63.599;-192.810;-36.072
-0.341;-0.491;-1.736;67.993;-198.547;-40.161
-0.394;-0.561;-1.641;74.707;-200.134;-43.213
-0.456;-0.655;-1.611;91.309;-202.576;-48.279
-0.528;-0.745;-1.577;108.276;-204.773;-53.711
-0.572;-0.782;-1.576;119.507;-203.674;-59.875
-0.628;-0.822;-1.616;133.606;-206.848;-62.988
-0.678;-0.840;-1.602;137.085;-219.360;-63.599
-0.721;-0.858;-1.534;126.404;-238.831;-62.378
-0.733;-0.882;-1.425;109.863;-259.399;-59.326
-0.720;-0.908;-1.253;88.074;-280.518;-54.138
-0.703;-0.950;-1.031;67.200;-298.096;-48.035
-0.662;-0.990;-0.836;52.551;-309.387;-40.039
-0.608;-1.020;-0.678;44.800;-311.707;-30.579
-0.528;-1.071;-0.546;43.457;-311.279;-18.372
-0.504;-1.102;-0.391;45.532;-311.829;3.845
-0.439;-1.052;-0.252;52.124;-305.969;20.264
-0.405;-0.981;-0.158;65.857;-291.992;24.048
-0.362;-0.914;-0.120;83.069;-272.583;21.484
-0.345;-0.866;-0.028;89.478;-260.193;24.536
-0.294;-0.857;0.112;87.402;-247.803;26.855
-0.210;-0.895;0.251;86.975;-226.868;29.236
-0.090;-0.940;0.481;80.872;-195.374;34.973
0.017;-0.917;0.656;73.120;-155.701;43.030
0.091;-0.887;0.761;78.125;-114.319;46.448
0.196;-0.852;0.896;93.506;-73.181;43.213
0.310;-0.742;1.107;99.243;-35.400;31.982
0.482;-0.695;1.068;104.736;-10.559;10.681
0.986;-0.952;1.377;124.756;-5.127;-36.011
1.228;-1.201;1.697;118.530;-3.479;-41.626
1.478;-1.493;2.079;101.563;0.427;-33.936
1.687;-1.704;2.384;91.431;25.879;-13.489
1.859;-1.786;2.461;93.811;70.862;14.648
1.979;-1.766;2.402;98.267;110.596;52.490
1.935;-1.641;2.442;84.778;133.728;73.486
1.983;-1.476;2.578;63.904;153.809;76.965
1.942;-1.449;2.679;49.622;145.081;64.819
1.813;-1.376;2.296;40.100;135.803;67.688
1.617;-1.175;2.097;30.273;131.042;82.581
1.490;-1.128;2.050;0.244;125.122;67.932
1.411;-1.239;1.790;-14.709;133.484;56.824
1.267;-1.249;1.612;-13.000;149.475;54.077
1.147;-1.257;1.410;-2.686;164.612;48.706
1.003;-1.298;1.134;1.221;177.246;47.180
0.876;-1.311;0.883;-10.742;184.875;52.307
0.732;-1.280;0.632;-21.912;182.922;64.026
0.626;-1.244;0.376;-24.719;182.312;77.820
0.482;-1.233;0.158;-23.987;176.636;89.294
0.338;-1.211;-0.032;-23.010;169.861;94.360
0.196;-1.204;-0.219;-22.156;167.175;94.543
0.067;-1.172;-0.370;-23.376;166.687;93.872
-0.062;-1.155;-0.441;-39.734;166.687;96.436
-0.188;-1.083;-0.573;-72.327;163.757;103.088
-0.277;-1.060;-0.706;-93.689;155.762;105.957
-0.333;-1.015;-0.798;-128.723;141.907;116.272
-0.442;-0.926;-0.823;-160.706;123.291;130.127
-0.576;-0.802;-0.856;-174.438;111.877;134.705
-0.722;-0.678;-0.879;-174.194;107.605;130.493
-0.779;-0.576;-0.973;-164.795;112.183;115.906
-0.812;-0.434;-1.095;-156.494;120.605;93.811
-0.922;-0.298;-1.218;-138.733;132.385;72.083
-0.714;-0.351;-1.317;-107.361;145.874;50.964
-0.854;-0.392;-1.244;-79.407;124.207;36.865
-0.778;-0.430;-1.140;-85.999;126.587;25.574
-0.723;-0.514;-1.086;-83.801;131.775;22.156
-0.744;-0.554;-1.098;-68.970;135.315;29.297
-0.723;-0.511;-1.145;-70.435;138.489;41.016
-0.699;-0.422;-1.177;-87.097;137.085;55.420
-0.710;-0.270;-1.218;-105.103;132.446;63.965
-0.687;-0.104;-1.387;-124.207;126.709;64.636
-0.590;0.045;-1.556;-148.621;113.647;65.247
-0.440;0.224;-1.689;-174.377;93.750;63.660
-0.278;0.340;-1.841;-191.406;75.378;57.678
-0.059;0.263;-1.941;-206.909;58.289;46.021
0.119;0.074;-2.015;-209.351;45.349;30.579
0.260;-0.125;-2.152;-199.707;40.222;15.625
0.334;-0.318;-2.334;-190.552;40.466;3.540
0.394;-0.499;-2.537;-174.744;45.837;-2.258
0.405;-0.628;-2.832;-145.569;48.645;2.441
0.359;-0.594;-3.214;-109.375;44.617;6.226
0.267;-0.480;-3.824;-74.890;24.109;12.207
0.180;-0.222;-4.000;-66.833;-24.109;12.695
0.025;0.049;-4.000;-66.589;-47.241;1.465
0.072;0.206;-4.000;-35.828;-34.546;-1.038
-0.020;0.138;-4.000;18.616;-96.252;-13.123
-0.048;0.041;-3.700;40.405;-149.597;-17.883
-0.076;-0.055;-3.215;41.931;-196.106;-19.043
-0.089;-0.156;-2.733;34.485;-228.394;-23.071
-0.153;-0.252;-2.268;31.555;-241.150;-25.208
-0.195;-0.328;-2.022;45.593;-233.582;-28.564
-0.271;-0.380;-1.890;62.744;-221.008;-31.982
-0.378;-0.428;-1.813;81.116;-212.158;-30.823
-0.482;-0.478;-1.778;98.572;-211.548;-29.236
-0.590;-0.516;-1.701;102.905;-218.872;-27.039
-0.722;-0.560;-1.567;101.746;-236.633;-25.696
-0.805;-0.637;-1.499;107.910;-254.150;-28.442
-0.868;-0.693;-1.391;107.849;-265.259;-33.386
-0.931;-0.735;-1.246;105.530;-278.320;-37.292
-0.995;-0.783;-1.100;107.361;-291.199;-38.696
-0.990;-0.808;-0.941;108.582;-299.072;-42.847
-0.976;-0.886;-0.801;112.976;-304.626;-46.143
-0.949;-0.963;-0.623;108.215;-307.556;-49.500
-0.873;-1.006;-0.494;103.943;-307.068;-52.307
-0.787;-1.027;-0.356;113.708;-305.969;-55.786
-0.726;-1.080;-0.208;136.230;-301.147;-56.824
-0.630;-1.122;-0.129;159.241;-289.673;-54.932
-0.541;-1.129;-0.069;169.983;-273.254;-50.781
-0.461;-1.101;-0.032;172.058;-254.333;-45.959
-0.390;-1.060;-0.013;171.692;-236.450;-41.443
-0.337;-0.998;0.023;168.213;-220.154;-37.537
-0.283;-0.927;0.043;163.696;-205.261;-34.607
-0.260;-0.873;0.044;155.212;-188.660;-32.043
-0.236;-0.830;0.069;136.658;-174.438;-30.212
-0.201;-0.833;0.106;111.572;-161.621;-28.076
-0.162;-0.827;0.228;86.792;-146.729;-26.123
-0.109;-0.835;0.426;73.669;-129.822;-28.137
-0.038;-0.877;0.604;80.566;-111.145;-37.659
0.041;-1.022;0.745;103.088;-83.496;-49.927
0.108;-1.181;0.766;125.183;-54.993;-64.331
0.171;-1.349;0.722;140.564;-36.804;-80.627
0.296;-1.572;0.744;144.043;-34.363;-90.393
0.541;-1.950;1.055;136.169;-47.729;-85.266
0.876;-2.388;1.515;136.658;-62.134;-60.486
1.216;-2.804;2.213;136.475;-51.208;-15.381
1.544;-3.090;3.042;95.825;-26.550;28.564
1.865;-3.081;3.480;40.894;-3.601;37.415
1.877;-2.988;3.661;14.832;30.029;68.115
1.706;-2.697;3.474;1.282;67.261;93.689
1.490;-2.394;3.189;1.221;113.953;108.093
1.272;-2.124;2.958;13.733;152.649;110.229
1.120;-1.933;2.808;24.719;165.833;103.638
0.935;-1.835;2.609;32.227;163.940;95.947
0.740;-1.753;2.332;28.015;189.270;93.872
0.602;-1.738;1.984;24.292;211.243;91.431
0.498;-1.776;1.578;15.381;228.394;89.722
0.398;-1.794;1.214;2.563;235.901;91.858
0.289;-1.796;0.905;-7.996;236.389;96.741
0.181;-1.772;0.578;-13.367;233.276;104.187
0.081;-1.708;0.299;-17.944;226.501;115.662
-0.021;-1.591;0.116;-26.245;215.027;129.822
-0.159;-1.478;-0.046;-33.081;203.186;144.775
-0.274;-1.384;-0.242;-32.043;194.824;156.372
-0.393;-1.275;-0.467;-32.959;188.049;163.879
-0.520;-1.113;-0.628;-43.945;182.434;168.579
-0.614;-0.873;-0.793;-52.856;179.382;167.847
-0.712;-0.725;-0.893;-40.161;178.955;162.659
-0.750;-0.547;-1.034;-47.424;166.382;151.550
-0.954;-0.088;-1.342;-134.766;187.317;122.864
-0.927;0.021;-1.320;-158.752;162.354;126.831
-0.831;0.045;-1.422;-185.364;141.541;125.610
-0.644;-0.010;-1.522;-228.516;119.812;130.005
-0.502;-0.023;-1.498;-285.645;96.924;142.151
-0.439;0.042;-1.448;-326.111;84.045;157.043
-0.497;0.179;-1.501;-343.445;80.505;166.870
-0.526;0.343;-1.786;-346.802;88.928;158.997
-0.518;0.428;-2.204;-332.947;99.548;130.005
-0.450;0.391;-2.710;-302.612;96.985;80.566
-0.251;0.148;-3.378;-265.625;64.026;8.301
-0.038;-0.162;-3.937;-222.900;23.315;-59.143
0.206;-0.591;-4.000;-162.292;38.940;-72.144
0.426;-0.799;-4.000;-81.665;78.308;-52.185
0.494;-0.788;-4.000;-13.123;38.391;-35.889
0.483;-0.587;-4.000;8.484;-16.479;-12.634
0.496;-0.421;-3.966;10.376;-64.026;5.432
0.499;-0.343;-3.627;24.658;-99.731;8.301
0.419;-0.302;-3.216;44.495;-122.253;6.409
0.309;-0.364;-2.897;73.547;-127.991;7.874
0.186;-0.419;-2.707;96.924;-129.150;5.920
0.017;-0.470;-2.617;111.084;-136.780;7.385
-0.159;-0.518;-2.577;107.971;-150.085;12.634
-0.348;-0.562;-2.554;95.764;-168.457;19.226
-0.508;-0.667;-2.510;86.243;-189.514;24.292
-0.615;-0.780;-2.323;85.571;-211.914;24.902
-0.668;-0.852;-2.061;106.995;-229.980;22.705
-0.721;-0.933;-1.808;141.235;-243.103;18.494
-0.766;-0.986;-1.563;169.922;-249.756;12.451
-0.793;-1.014;-1.369;197.815;-251.892;0.916
-0.800;-1.052;-1.193;228.210;-250.183;-11.902
-0.836;-1.057;-1.037;248.230;-251.831;-20.752
-0.839;-1.059;-0.967;248.108;-256.042;-23.010
-0.831;-1.038;-0.953;221.741;-260.864;-21.423
-0.799;-1.042;-0.955;180.725;-272.034;-15.503
-0.806;-1.033;-0.896;147.156;-281.128;-6.836
-0.810;-1.050;-0.826;131.714;-285.400;0.549
-0.766;-1.104;-0.746;126.221;-287.659;5.737
-0.722;-1.214;-0.652;126.953;-287.231;10.010
-0.657;-1.320;-0.495;122.620;-285.400;16.235
-0.581;-1.366;-0.258;114.136;-280.518;23.926
-0.516;-1.343;-0.049;117.249;-268.494;27.344
-0.522;-1.258;0.171;125.061;-255.005;26.001
-0.509;-1.161;0.324;125.488;-238.892;19.897
-0.488;-1.087;0.512;129.517;-223.633;2.441
-0.419;-1.076;0.679;123.840;-211.487;-18.433
-0.249;-1.147;0.837;108.154;-201.538;-29.602
-0.033;-1.228;1.168;90.515;-197.388;-36.011
0.184;-1.321;1.734;96.558;-190.369;-38.757
0.472;-1.460;2.395;104.553;-174.316;-35.278
0.724;-1.363;3.165;67.505;-132.080;-16.235
1.014;-1.126;3.814;19.897;-80.505;0.977
1.199;-0.927;3.950;14.709;-52.063;-16.724
1.329;-0.939;3.644;51.514;-17.517;-40.588
1.558;-0.957;3.352;81.116;29.419;-59.998
1.472;-1.312;3.290;88.074;62.927;-75.134
1.432;-1.313;3.328;70.679;107.605;-82.642
1.536;-1.545;3.117;74.280;145.142;-69.397
1.389;-1.691;2.914;67.017;160.889;-55.664
1.303;-1.681;2.685;26.367;191.284;-40.833
1.173;-1.591;2.349;8.179;205.933;-16.724
0.994;-1.548;1.982;19.531;192.139;19.104
0.843;-1.458;1.703;14.404;173.279;43.579
0.658;-1.369;1.498;-3.174;168.762;56.885
0.583;-1.302;1.347;-22.400;186.462;59.570
0.466;-1.286;1.170;-40.527;201.355;56.030
